y,m,d,h,G(i) [W/m2],H_sun,T_amb,,,,
2020,6,13,:2210,0,0,18.9,,,,
2020,6,13,:2310,0,0,17.85,,,,
2020,6,14,:0010,0,0,16.94,,,,
2020,6,14,:0110,0,0,16.23,,,,
2020,6,14,:0210,0,0,15.79,,,,
2020,6,14,:0310,4.83,6.22,15.54,,,,
2020,6,14,:0410,14.49,14.54,16.04,,,,
2020,6,14,:0510,44.98,23.45,16.41,,,,
2020,6,14,:0610,215.52,32.61,16.63,,,,
2020,6,14,:0710,475.22,41.64,17.95,,,,
2020,6,14,:0810,674.43,50,18.72,,,,
2020,6,14,:0910,551.11,56.78,19.38,,,,
2020,6,14,:1010,461.32,60.63,19.77,,,,
2020,6,14,:1110,543.83,60.26,20.52,,,,
2020,6,14,:1210,379.78,55.81,20.63,,,,
2020,6,14,:1310,381.19,48.67,20.77,,,,
2020,6,14,:1410,432.21,40.15,20.46,,,,
2020,6,14,:1510,218.53,31.07,19.95,,,,
2020,6,14,:1610,164.85,21.92,19.26,,,,
2020,6,14,:1710,49.11,13.09,18.75,,,,
2020,6,14,:1810,22.54,4.91,17.94,,,,
2020,6,14,:1910,0,0,17.31,,,,
2020,6,14,:2010,0,0,16.72,,,,
2020,6,14,:2110,0,0,16.04,,,,
2020,6,14,:2210,0,0,14.8,,,,
2020,6,14,:2310,0,0,13.79,,,,
2020,6,15,:0010,0,0,12.54,,,,
2020,6,15,:0110,0,0,11.85,,,,
2020,6,15,:0210,0,0,11.31,,,,
2020,6,15,:0310,27.37,6.23,11.44,,,,
2020,6,15,:0410,74.87,14.55,12.78,,,,
2020,6,15,:0510,205.08,23.45,15.36,,,,
2020,6,15,:0610,352.05,32.61,16.66,,,,
2020,6,15,:0710,554.89,41.64,17.22,,,,
2020,6,15,:0810,642.85,50.01,18.04,,,,
2020,6,15,:0910,592.6,56.81,18.49,,,,
2020,6,15,:1010,548.2,60.67,19.32,,,,
2020,6,15,:1110,313,60.31,19.91,,,,
2020,6,15,:1210,658.9,55.87,20.23,,,,
2020,6,15,:1310,448.01,48.74,20.39,,,,
2020,6,15,:1410,557.02,40.22,20.44,,,,
2020,6,15,:1510,278.4,31.13,20.56,,,,
2020,6,15,:1610,148.03,21.99,20.37,,,,
2020,6,15,:1710,66.01,13.16,20.05,,,,
2020,6,15,:1810,24.15,4.97,19.22,,,,
2020,6,15,:1910,0,0,17.92,,,,
2020,6,15,:2010,0,0,16.28,,,,
2020,6,15,:2110,0,0,15.28,,,,
2020,6,15,:2210,0,0,14.38,,,,
2020,6,15,:2310,0,0,13.94,,,,
2020,6,16,:0010,0,0,13.21,,,,
2020,6,16,:0110,0,0,12.73,,,,
2020,6,16,:0210,0,0,12.19,,,,
2020,6,16,:0310,27.37,6.24,12.13,,,,
2020,6,16,:0410,75.68,14.55,13.72,,,,
2020,6,16,:0510,198.99,23.45,15.55,,,,
2020,6,16,:0610,278.03,32.61,17.13,,,,
2020,6,16,:0710,419.25,41.64,19.36,,,,
2020,6,16,:0810,659.9,50.01,20.08,,,,
2020,6,16,:0910,770.38,56.82,20.77,,,,
2020,6,16,:1010,566.22,60.71,21.32,,,,
2020,6,16,:1110,623.24,60.36,21.77,,,,
2020,6,16,:1210,764.12,55.93,22.21,,,,
2020,6,16,:1310,635.48,48.8,22.63,,,,
2020,6,16,:1410,516.42,40.28,22.48,,,,
2020,6,16,:1510,334.39,31.19,23,,,,
2020,6,16,:1610,162.29,22.05,22.8,,,,
2020,6,16,:1710,71.65,13.22,22.07,,,,
2020,6,16,:1810,23.35,5.03,20.88,,,,
2020,6,16,:1910,0,0,20.65,,,,
2020,6,16,:2010,0,0,19.98,,,,
2020,6,16,:2110,0,0,19.65,,,,
2020,6,16,:2210,0,0,19.11,,,,
2020,6,16,:2310,0,0,18.32,,,,
2020,6,17,:0010,0,0,17.56,,,,
2020,6,17,:0110,0,0,16.81,,,,
2020,6,17,:0210,0,0,16.3,,,,
2020,6,17,:0310,15.3,6.24,16.13,,,,
2020,6,17,:0410,20.13,14.54,16.74,,,,
2020,6,17,:0510,52.92,23.44,18.43,,,,
2020,6,17,:0610,217.02,32.6,20.34,,,,
2020,6,17,:0710,449.91,41.64,20.48,,,,
2020,6,17,:0810,709.86,50.01,21.55,,,,
2020,6,17,:0910,910.84,56.83,23.01,,,,
2020,6,17,:1010,770.02,60.73,24.76,,,,
2020,6,17,:1110,676.99,60.4,25.88,,,,
2020,6,17,:1210,164.06,55.98,26.36,,,,
2020,6,17,:1310,230.98,48.85,25.44,,,,
2020,6,17,:1410,127.89,40.33,22.37,,,,
2020,6,17,:1510,177.48,31.25,21.72,,,,
2020,6,17,:1610,162.74,22.11,21.49,,,,
2020,6,17,:1710,41.06,13.27,20.99,,,,
2020,6,17,:1810,19.32,5.08,20.56,,,,
2020,6,17,:1910,0,0,19.63,,,,
2020,6,17,:2010,0,0,19.3,,,,
2020,6,17,:2110,0,0,18.97,,,,
2020,6,17,:2210,0,0,18.58,,,,
2020,6,17,:2310,0,0,18.2,,,,
2020,6,18,:0010,0,0,17.74,,,,
2020,6,18,:0110,0,0,17.39,,,,
2020,6,18,:0210,0,0,17.09,,,,
2020,6,18,:0310,4.03,6.23,16.86,,,,
2020,6,18,:0410,20.93,14.53,17.77,,,,
2020,6,18,:0510,138.99,23.43,19.52,,,,
2020,6,18,:0610,177,32.59,20.63,,,,
2020,6,18,:0710,570.62,41.63,21.94,,,,
2020,6,18,:0810,778.23,50.01,22.87,,,,
2020,6,18,:0910,72.33,56.84,24.05,,,,
2020,6,18,:1010,86.44,60.75,25.05,,,,
2020,6,18,:1110,73.21,60.44,25.73,,,,
2020,6,18,:1210,65.27,56.02,26.21,,,,
2020,6,18,:1310,761.13,48.9,24.71,,,,
2020,6,18,:1410,304.03,40.39,25.16,,,,
2020,6,18,:1510,354.52,31.3,24.1,,,,
2020,6,18,:1610,167.74,22.16,22.4,,,,
2020,6,18,:1710,69.24,13.32,22.2,,,,
2020,6,18,:1810,15.3,5.13,21.82,,,,
2020,6,18,:1910,0,0,21.42,,,,
2020,6,18,:2010,0,0,20.37,,,,
2020,6,18,:2110,0,0,19.46,,,,
2020,6,18,:2210,0,0,18.59,,,,
2020,6,18,:2310,0,0,18.15,,,,
2020,6,19,:0010,0,0,17.84,,,,
2020,6,19,:0110,0,0,17.44,,,,
2020,6,19,:0210,0,0,17.27,,,,
2020,6,19,:0310,30.59,6.22,17.18,,,,
2020,6,19,:0410,73.26,14.51,18.07,,,,
2020,6,19,:0510,197.28,23.41,19.82,,,,
2020,6,19,:0610,378.4,32.57,21.16,,,,
2020,6,19,:0710,614.04,41.61,21.88,,,,
2020,6,19,:0810,773.33,49.99,23,,,,
2020,6,19,:0910,902.8,56.83,24.03,,,,
2020,6,19,:1010,872.85,60.76,24.72,,,,
2020,6,19,:1110,850.45,60.46,25.1,,,,
2020,6,19,:1210,731.73,56.06,24.83,,,,
2020,6,19,:1310,638.46,48.94,25.31,,,,
2020,6,19,:1410,95.26,40.43,25.09,,,,
2020,6,19,:1510,82.03,31.35,24.96,,,,
2020,6,19,:1610,114.03,22.2,23.38,,,,
2020,6,19,:1710,28.18,13.37,22.35,,,,
2020,6,19,:1810,8.05,5.18,21.19,,,,
2020,6,19,:1910,0,0,20.12,,,,
2020,6,19,:2010,0,0,19.11,,,,
2020,6,19,:2110,0,0,19.03,,,,
2020,6,19,:2210,0,0,18,,,,
2020,6,19,:2310,0,0,17.89,,,,
2020,6,20,:0010,0,0,17.57,,,,
2020,6,20,:0110,0,0,17.17,,,,
2020,6,20,:0210,0,0,16.93,,,,
2020,6,20,:0310,4.03,6.2,16.95,,,,
2020,6,20,:0410,13.69,14.49,17.96,,,,
2020,6,20,:0510,54.69,23.39,18.86,,,,
2020,6,20,:0610,218.61,32.55,19.87,,,,
2020,6,20,:0710,496.61,41.59,19.99,,,,
2020,6,20,:0810,400.03,49.98,20.81,,,,
2020,6,20,:0910,298.95,56.83,21.46,,,,
2020,6,20,:1010,470.16,60.77,22.67,,,,
2020,6,20,:1110,76.74,60.48,23.1,,,,
2020,6,20,:1210,796.09,56.09,23.89,,,,
2020,6,20,:1310,82.91,48.98,23.64,,,,
2020,6,20,:1410,48.51,40.47,22.23,,,,
2020,6,20,:1510,279.53,31.39,21.83,,,,
2020,6,20,:1610,173.71,22.24,21.95,,,,
2020,6,20,:1710,36.23,13.41,22.04,,,,
2020,6,20,:1810,24.96,5.21,21.54,,,,
2020,6,20,:1910,0,0,20.47,,,,
2020,6,20,:2010,0,0,19.77,,,,
2020,6,20,:2110,0,0,19.28,,,,
2020,6,20,:2210,0,0,18.56,,,,
2020,6,20,:2310,0,0,17.92,,,,
2020,6,21,:0010,0,0,17.59,,,,
2020,6,21,:0110,0,0,17.32,,,,
2020,6,21,:0210,0,0,17.04,,,,
2020,6,21,:0310,4.03,6.17,16.98,,,,
2020,6,21,:0410,58.77,14.47,17.95,,,,
2020,6,21,:0510,29.99,23.36,19.32,,,,
2020,6,21,:0610,68.8,32.52,20.72,,,,
2020,6,21,:0710,112.9,41.56,20.89,,,,
2020,6,21,:0810,503.49,49.95,21.81,,,,
2020,6,21,:0910,561.69,56.81,23.44,,,,
2020,6,21,:1010,972.41,60.76,24.57,,,,
2020,6,21,:1110,168.47,60.5,24.87,,,,
2020,6,21,:1210,78.5,56.12,25.35,,,,
2020,6,21,:1310,58.21,49.01,25.5,,,,
2020,6,21,:1410,275.89,40.51,25.55,,,,
2020,6,21,:1510,148.89,31.43,23.59,,,,
2020,6,21,:1610,47.63,22.28,21.37,,,,
2020,6,21,:1710,74.87,13.44,21.03,,,,
2020,6,21,:1810,24.15,5.24,20.39,,,,
2020,6,21,:1910,0,0,20.38,,,,
2020,6,21,:2010,0,0,20.11,,,,
2020,6,21,:2110,0,0,19.65,,,,
2020,6,21,:2210,0,0,19.44,,,,
2020,6,21,:2310,0,0,19.34,,,,
2020,6,22,:0010,0,0,19.21,,,,
2020,6,22,:0110,0,0,18.93,,,,
2020,6,22,:0210,0,0,18.76,,,,
2020,6,22,:0310,10.47,6.15,18.77,,,,
2020,6,22,:0410,78.9,14.43,19.17,,,,
2020,6,22,:0510,178,23.32,19.77,,,,
2020,6,22,:0610,141.95,32.48,20.23,,,,
2020,6,22,:0710,300.29,41.53,20.05,,,,
2020,6,22,:0810,250.98,49.92,20.88,,,,
2020,6,22,:0910,309.73,56.79,21.34,,,,
2020,6,22,:1010,316.39,60.75,22.09,,,,
2020,6,22,:1110,216.98,60.5,22.69,,,,
2020,6,22,:1210,82.03,56.14,22.77,,,,
2020,6,22,:1310,95.26,49.04,22.88,,,,
2020,6,22,:1410,48.51,40.54,21.97,,,,
2020,6,22,:1510,37.05,31.46,20.34,,,,
2020,6,22,:1610,52.92,22.31,19.94,,,,
2020,6,22,:1710,18.52,13.47,19.85,,,,
2020,6,22,:1810,5.64,5.27,19.77,,,,
2020,6,22,:1910,0,0,18.5,,,,
2020,6,22,:2010,0,0,18.07,,,,
2020,6,22,:2110,0,0,17.66,,,,
2020,6,22,:2210,0,0,17.07,,,,
2020,6,22,:2310,0,0,16.41,,,,
2020,6,23,:0010,0,0,15.87,,,,
2020,6,23,:0110,0,0,15.55,,,,
2020,6,23,:0210,0,0,15.44,,,,
2020,6,23,:0310,28.98,6.11,15.36,,,,
2020,6,23,:0410,15.3,14.4,15.42,,,,
2020,6,23,:0510,153.75,23.29,15.58,,,,
2020,6,23,:0610,343.45,32.44,16.28,,,,
2020,6,23,:0710,379.98,41.49,17.5,,,,
2020,6,23,:0810,671.47,49.89,18.7,,,,
2020,6,23,:0910,683.13,56.76,19.44,,,,
2020,6,23,:1010,681.36,60.74,20.17,,,,
2020,6,23,:1110,597.48,60.5,20.73,,,,
2020,6,23,:1210,447.99,56.15,20.63,,,,
2020,6,23,:1310,643.75,49.06,20.34,,,,
2020,6,23,:1410,292.71,40.56,20.11,,,,
2020,6,23,:1510,228,31.48,19.37,,,,
2020,6,23,:1610,181.44,22.34,18.67,,,,
2020,6,23,:1710,62.79,13.5,18.06,,,,
2020,6,23,:1810,20.13,5.29,17.44,,,,
2020,6,23,:1910,0,0,16.95,,,,
2020,6,23,:2010,0,0,16.76,,,,
2020,6,23,:2110,0,0,16.61,,,,
2020,6,23,:2210,0,0,16.41,,,,
2020,6,23,:2310,0,0,16.2,,,,
2020,6,24,:0010,0,0,16.02,,,,
2020,6,24,:0110,0,0,15.81,,,,
2020,6,24,:0210,0,0,15.43,,,,
2020,6,24,:0310,4.03,6.07,15.32,,,,
2020,6,24,:0410,12.88,14.35,15.58,,,,
2020,6,24,:0510,26.46,23.24,16.07,,,,
2020,6,24,:0610,51.16,32.4,16.83,,,,
2020,6,24,:0710,62.62,41.45,18.36,,,,
2020,6,24,:0810,75.85,49.85,18.72,,,,
2020,6,24,:0910,121.72,56.73,18.81,,,,
2020,6,24,:1010,172.88,60.72,19.1,,,,
2020,6,24,:1110,106.73,60.5,19.46,,,,
2020,6,24,:1210,64.39,56.16,20.52,,,,
2020,6,24,:1310,90.85,49.08,21.98,,,,
2020,6,24,:1410,124.37,40.58,23.1,,,,
2020,6,24,:1510,99.67,31.5,23.19,,,,
2020,6,24,:1610,109.27,22.36,22.97,,,,
2020,6,24,:1710,65.21,13.51,22.41,,,,
2020,6,24,:1810,17.71,5.3,21.44,,,,
2020,6,24,:1910,0,0,20.44,,,,
2020,6,24,:2010,0,0,19.64,,,,
2020,6,24,:2110,0,0,19.1,,,,
2020,6,24,:2210,0,0,18.35,,,,
2020,6,24,:2310,0,0,17.7,,,,
2020,6,25,:0010,0,0,17.06,,,,
2020,6,25,:0110,0,0,16.7,,,,
2020,6,25,:0210,0,0,16.51,,,,
2020,6,25,:0310,27.37,6.02,16.47,,,,
2020,6,25,:0410,62.79,14.31,17.17,,,,
2020,6,25,:0510,148.02,23.19,18.53,,,,
2020,6,25,:0610,363.91,32.35,19.73,,,,
2020,6,25,:0710,592.69,41.4,21.94,,,,
2020,6,25,:0810,715.48,49.8,23.19,,,,
2020,6,25,:0910,799.64,56.69,24.23,,,,
2020,6,25,:1010,765.31,60.69,25.06,,,,
2020,6,25,:1110,575.49,60.48,25.63,,,,
2020,6,25,:1210,831.85,56.16,26,,,,
2020,6,25,:1310,745.56,49.09,26.21,,,,
2020,6,25,:1410,573.44,40.59,26.05,,,,
2020,6,25,:1510,310.13,31.52,25.8,,,,
2020,6,25,:1610,179.41,22.37,25.25,,,,
2020,6,25,:1710,61.99,13.53,24.44,,,,
2020,6,25,:1810,20.13,5.31,23.25,,,,
2020,6,25,:1910,0,0,22.45,,,,
2020,6,25,:2010,0,0,21.55,,,,
2020,6,25,:2110,0,0,20.85,,,,
2020,6,25,:2210,0,0,20.18,,,,
2020,6,25,:2310,0,0,19.61,,,,
2020,6,26,:0010,0,0,19.15,,,,
2020,6,26,:0110,0,0,18.67,,,,
2020,6,26,:0210,0,0,18.19,,,,
2020,6,26,:0310,6.44,5.97,17.87,,,,
2020,6,26,:0410,66.82,14.25,18.34,,,,
2020,6,26,:0510,192.25,23.14,19.73,,,,
2020,6,26,:0610,391.61,32.3,21.4,,,,
2020,6,26,:0710,606.2,41.35,22.78,,,,
2020,6,26,:0810,788.29,49.75,23.98,,,,
2020,6,26,:0910,922.02,56.64,24.82,,,,
2020,6,26,:1010,971.92,60.65,25.84,,,,
2020,6,26,:1110,997.37,60.46,26.68,,,,
2020,6,26,:1210,888.34,56.15,27.19,,,,
2020,6,26,:1310,783.05,49.09,27.42,,,,
2020,6,26,:1410,502.32,40.6,27.3,,,,
2020,6,26,:1510,287.51,31.53,25.66,,,,
2020,6,26,:1610,25.58,22.38,24.88,,,,
2020,6,26,:1710,39.45,13.53,24.42,,,,
2020,6,26,:1810,12.88,5.32,23.75,,,,
2020,6,26,:1910,0,0,22.36,,,,
2020,6,26,:2010,0,0,21.7,,,,
2020,6,26,:2110,0,0,21.22,,,,
2020,6,26,:2210,0,0,20.88,,,,
2020,6,26,:2310,0,0,20.66,,,,
2020,6,27,:0010,0,0,20.46,,,,
2020,6,27,:0110,0,0,20.25,,,,
2020,6,27,:0210,0,0,20.04,,,,
2020,6,27,:0310,4.03,5.92,19.84,,,,
2020,6,27,:0410,12.88,14.2,20,,,,
2020,6,27,:0510,94.38,23.08,20.42,,,,
2020,6,27,:0610,163.01,32.24,21.04,,,,
2020,6,27,:0710,102.32,41.29,21.5,,,,
2020,6,27,:0810,333.79,49.69,22.32,,,,
2020,6,27,:0910,626.31,56.59,23.07,,,,
2020,6,27,:1010,223.15,60.61,23.71,,,,
2020,6,27,:1110,173.76,60.44,24.56,,,,
2020,6,27,:1210,821.17,56.14,24.59,,,,
2020,6,27,:1310,704.12,49.09,24.73,,,,
2020,6,27,:1410,585.06,40.61,24.94,,,,
2020,6,27,:1510,200.83,31.53,24.97,,,,
2020,6,27,:1610,174.87,22.38,22.91,,,,
2020,6,27,:1710,57.16,13.53,22.92,,,,
2020,6,27,:1810,24.96,5.31,22.54,,,,
2020,6,27,:1910,0,0,21.27,,,,
2020,6,27,:2010,0,0,20.44,,,,
2020,6,27,:2110,0,0,19.84,,,,
2020,6,27,:2210,0,0,19.4,,,,
2020,6,27,:2310,0,0,19.03,,,,
2020,6,28,:0010,0,0,18.72,,,,
2020,6,28,:0110,0,0,18.5,,,,
2020,6,28,:0210,0,0,18.24,,,,
2020,6,28,:0310,4.03,5.86,18.11,,,,
2020,6,28,:0410,79.7,14.13,18.96,,,,
2020,6,28,:0510,171.9,23.02,20.51,,,,
2020,6,28,:0610,374.41,32.18,21.85,,,,
2020,6,28,:0710,487.02,41.23,23.06,,,,
2020,6,28,:0810,762.63,49.63,24.51,,,,
2020,6,28,:0910,913.59,56.53,25.82,,,,
2020,6,28,:1010,980.12,60.56,26.64,,,,
2020,6,28,:1110,967.32,60.4,27.37,,,,
2020,6,28,:1210,863.76,56.12,27.81,,,,
2020,6,28,:1310,760.86,49.08,27.96,,,,
2020,6,28,:1410,504.13,40.6,27.91,,,,
2020,6,28,:1510,382.81,31.53,26.74,,,,
2020,6,28,:1610,177.74,22.38,25.71,,,,
2020,6,28,:1710,66.01,13.53,25.44,,,,
2020,6,28,:1810,20.13,5.3,24.8,,,,
2020,6,28,:1910,0,0,24.03,,,,
2020,6,28,:2010,0,0,23.07,,,,
2020,6,28,:2110,0,0,22.16,,,,
2020,6,28,:2210,0,0,21.15,,,,
2020,6,28,:2310,0,0,20.19,,,,
2020,6,29,:0010,0,0,19.82,,,,
2020,6,29,:0110,0,0,19.55,,,,
2020,6,29,:0210,0,0,19.39,,,,
2020,6,29,:0310,11.27,5.79,19.16,,,,
2020,6,29,:0410,12.88,14.07,19.78,,,,
2020,6,29,:0510,118.17,22.95,21.28,,,,
2020,6,29,:0610,308.84,32.11,22.36,,,,
2020,6,29,:0710,537.71,41.16,22.65,,,,
2020,6,29,:0810,463.17,49.57,22.97,,,,
2020,6,29,:0910,548.53,56.46,23.27,,,,
2020,6,29,:1010,588.69,60.5,23.82,,,,
2020,6,29,:1110,329.48,60.36,24.16,,,,
2020,6,29,:1210,492.56,56.09,24.38,,,,
2020,6,29,:1310,211.94,49.06,24.3,,,,
2020,6,29,:1410,88.2,40.59,24.33,,,,
2020,6,29,:1510,37.05,31.53,22.88,,,,
2020,6,29,:1610,33.52,22.37,21.71,,,,
2020,6,29,:1710,13.69,13.52,20.4,,,,
2020,6,29,:1810,13.69,5.29,19.65,,,,
2020,6,29,:1910,0,0,17.21,,,,
2020,6,29,:2010,0,0,16.78,,,,
2020,6,29,:2110,0,0,16.51,,,,
2020,6,29,:2210,0,0,16.14,,,,
2020,6,29,:2310,0,0,15.77,,,,
2020,6,30,:0010,0,0,15.35,,,,
2020,6,30,:0110,0,0,14.98,,,,
2020,6,30,:0210,0,0,14.64,,,,
2020,6,30,:0310,4.03,5.72,14.43,,,,
2020,6,30,:0410,13.69,14,14.9,,,,
2020,6,30,:0510,177.24,22.88,16.07,,,,
2020,6,30,:0610,387.78,32.04,17.55,,,,
2020,6,30,:0710,623.22,41.09,18.7,,,,
2020,6,30,:0810,815.34,49.49,19.68,,,,
2020,6,30,:0910,919.75,56.39,20.93,,,,
2020,6,30,:1010,865.72,60.44,21.59,,,,
2020,6,30,:1110,583.03,60.31,22.27,,,,
2020,6,30,:1210,85.56,56.06,22.42,,,,
2020,6,30,:1310,112.02,49.04,22.48,,,,
2020,6,30,:1410,510.81,40.58,22.11,,,,
2020,6,30,:1510,216.38,31.51,21.51,,,,
2020,6,30,:1610,152.19,22.36,21.06,,,,
2020,6,30,:1710,53.94,13.5,20.71,,,,
2020,6,30,:1810,25.76,5.27,20.07,,,,
2020,6,30,:1910,0,0,19.16,,,,
2020,6,30,:2010,0,0,18.25,,,,
2020,6,30,:2110,0,0,17.49,,,,
2020,6,30,:2210,0,0,16.96,,,,
2020,6,30,:2310,0,0,16.6,,,,
2020,7,1,:0010,0,0,16.41,,,,
2020,7,1,:0110,0,0,16.37,,,,
2020,7,1,:0210,0,0,16.64,,,,
2020,7,1,:0310,4.03,5.64,16.73,,,,
2020,7,1,:0410,16.91,13.92,16.8,,,,
2020,7,1,:0510,189.82,22.8,17.73,,,,
2020,7,1,:0610,397.47,31.96,19.3,,,,
2020,7,1,:0710,613.1,41.01,20.32,,,,
2020,7,1,:0810,795.83,49.42,21.97,,,,
2020,7,1,:0910,928.1,56.32,22.97,,,,
2020,7,1,:1010,997.57,60.37,23.64,,,,
2020,7,1,:1110,985.04,60.26,24.23,,,,
2020,7,1,:1210,929.01,56.02,24.87,,,,
2020,7,1,:1310,783.77,49.02,24.95,,,,
2020,7,1,:1410,607.27,40.56,24.8,,,,
2020,7,1,:1510,394.21,31.5,24.99,,,,
2020,7,1,:1610,181.96,22.34,24.96,,,,
2020,7,1,:1710,53.94,13.48,24.36,,,,
2020,7,1,:1810,24.96,5.24,23.26,,,,
2020,7,1,:1910,0,0,22.34,,,,
2020,7,1,:2010,0,0,21.19,,,,
2020,7,1,:2110,0,0,20.03,,,,
2020,7,1,:2210,0,0,19.48,,,,
2020,7,1,:2310,0,0,19.18,,,,
2020,7,2,:0010,0,0,19.8,,,,
2020,7,2,:0110,0,0,19.3,,,,
2020,7,2,:0210,0,0,18.27,,,,
2020,7,2,:0310,26.57,5.56,16.38,,,,
2020,7,2,:0410,55.55,13.84,17.76,,,,
2020,7,2,:0510,186.13,22.72,19.8,,,,
2020,7,2,:0610,392.56,31.88,21.84,,,,
2020,7,2,:0710,579.77,40.93,23.32,,,,
2020,7,2,:0810,564.8,49.34,24.09,,,,
2020,7,2,:0910,831.94,56.24,24.64,,,,
2020,7,2,:1010,956.24,60.3,25.2,,,,
2020,7,2,:1110,811.82,60.2,25.59,,,,
2020,7,2,:1210,880.77,55.98,25.83,,,,
2020,7,2,:1310,730.17,48.99,24.66,,,,
2020,7,2,:1410,273.34,40.54,24.93,,,,
2020,7,2,:1510,138.41,31.47,23.95,,,,
2020,7,2,:1610,162.36,22.32,23.42,,,,
2020,7,2,:1710,24.15,13.45,23.14,,,,
2020,7,2,:1810,4.03,5.21,22.53,,,,
2020,7,2,:1910,0,0,21.51,,,,
2020,7,2,:2010,0,0,20.5,,,,
2020,7,2,:2110,0,0,19.7,,,,
2020,7,2,:2210,0,0,19.24,,,,
2020,7,2,:2310,0,0,18.87,,,,
2020,7,3,:0010,0,0,18.29,,,,
2020,7,3,:0110,0,0,17.74,,,,
2020,7,3,:0210,0,0,17.3,,,,
2020,7,3,:0310,24.15,5.47,17.27,,,,
2020,7,3,:0410,61.18,13.75,17.95,,,,
2020,7,3,:0510,185.21,22.64,19.41,,,,
2020,7,3,:0610,387.94,31.79,20.75,,,,
2020,7,3,:0710,576.4,40.84,22.61,,,,
2020,7,3,:0810,760.05,49.25,23.84,,,,
2020,7,3,:0910,800.4,56.15,24.65,,,,
2020,7,3,:1010,461.24,60.21,24.53,,,,
2020,7,3,:1110,101.43,60.13,24.07,,,,
2020,7,3,:1210,365.07,55.93,23.44,,,,
2020,7,3,:1310,561.37,48.95,23.22,,,,
2020,7,3,:1410,304.7,40.5,23.63,,,,
2020,7,3,:1510,338.39,31.44,23.77,,,,
2020,7,3,:1610,179.82,22.29,23.4,,,,
2020,7,3,:1710,74.87,13.42,22.63,,,,
2020,7,3,:1810,24.15,5.17,21.56,,,,
2020,7,3,:1910,0,0,20.13,,,,
2020,7,3,:2010,0,0,19.31,,,,
2020,7,3,:2110,0,0,18.65,,,,
2020,7,3,:2210,0,0,18.24,,,,
2020,7,3,:2310,0,0,17.52,,,,
2020,7,4,:0010,0,0,16.71,,,,
2020,7,4,:0110,0,0,15.94,,,,
2020,7,4,:0210,0,0,15.32,,,,
2020,7,4,:0310,20.13,5.38,14.93,,,,
2020,7,4,:0410,66.01,13.66,15.52,,,,
2020,7,4,:0510,187.2,22.55,17.08,,,,
2020,7,4,:0610,393.78,31.71,18.5,,,,
2020,7,4,:0710,610.2,40.75,20.82,,,,
2020,7,4,:0810,703.05,49.16,21.65,,,,
2020,7,4,:0910,765.02,56.06,22.5,,,,
2020,7,4,:1010,919.06,60.13,23.13,,,,
2020,7,4,:1110,863.64,60.05,23.44,,,,
2020,7,4,:1210,739.66,55.87,23.67,,,,
2020,7,4,:1310,421.75,48.9,23.58,,,,
2020,7,4,:1410,492.15,40.47,23.54,,,,
2020,7,4,:1510,352.58,31.41,23.32,,,,
2020,7,4,:1610,180.47,22.25,23.17,,,,
2020,7,4,:1710,56.35,13.38,22.82,,,,
2020,7,4,:1810,24.96,5.13,21.86,,,,
2020,7,4,:1910,0,0,21.41,,,,
2020,7,4,:2010,0,0,20.3,,,,
2020,7,4,:2110,0,0,19.39,,,,
2020,7,4,:2210,0,0,18.67,,,,
2020,7,4,:2310,0,0,18.23,,,,
2020,7,5,:0010,0,0,17.97,,,,
2020,7,5,:0110,0,0,17.8,,,,
2020,7,5,:0210,0,0,17.9,,,,
2020,7,5,:0310,3.22,5.28,17.65,,,,
2020,7,5,:0410,74.87,13.56,17.77,,,,
2020,7,5,:0510,180.64,22.45,18.78,,,,
2020,7,5,:0610,373.29,31.61,20.14,,,,
2020,7,5,:0710,584.3,40.66,21.7,,,,
2020,7,5,:0810,784.08,49.06,23.04,,,,
2020,7,5,:0910,911.38,55.96,24.3,,,,
2020,7,5,:1010,857.3,60.03,25.51,,,,
2020,7,5,:1110,704.98,59.97,26.44,,,,
2020,7,5,:1210,892.82,55.81,27.11,,,,
2020,7,5,:1310,580.66,48.85,27.31,,,,
2020,7,5,:1410,200.69,40.42,26.86,,,,
2020,7,5,:1510,350.13,31.37,26.58,,,,
2020,7,5,:1610,158.61,22.21,26.46,,,,
2020,7,5,:1710,51.52,13.34,25.81,,,,
2020,7,5,:1810,16.91,5.07,24.98,,,,
2020,7,5,:1910,0,0,24.18,,,,
2020,7,5,:2010,0,0,23.14,,,,
2020,7,5,:2110,0,0,22.58,,,,
2020,7,5,:2210,0,0,22.01,,,,
2020,7,5,:2310,0,0,21.5,,,,
2020,7,6,:0010,0,0,21.23,,,,
2020,7,6,:0110,0,0,21.24,,,,
2020,7,6,:0210,0,0,21.09,,,,
2020,7,6,:0310,3.22,5.18,20.83,,,,
2020,7,6,:0410,61.18,13.46,20.99,,,,
2020,7,6,:0510,182.7,22.35,21.82,,,,
2020,7,6,:0610,390.1,31.51,22.85,,,,
2020,7,6,:0710,304.29,40.56,23.51,,,,
2020,7,6,:0810,390.43,48.96,23.77,,,,
2020,7,6,:0910,877.36,55.86,23.42,,,,
2020,7,6,:1010,546.42,59.93,24.28,,,,
2020,7,6,:1110,163.18,59.88,24.93,,,,
2020,7,6,:1210,119.96,55.74,25.41,,,,
2020,7,6,:1310,398.12,48.8,23.59,,,,
