y,m,d,h,G(i) [W/m2],H_sun,T_amb,,,,
2020,7,6,:1410,141.13,40.38,22.3,,,,
2020,7,6,:1510,45.87,31.32,21.89,,,,
2020,7,6,:1610,133.71,22.17,21.39,,,,
2020,7,6,:1710,12.08,13.29,20.73,,,,
2020,7,6,:1810,4.83,5.02,20.14,,,,
2020,7,6,:1910,0,0,18.19,,,,
2020,7,6,:2010,0,0,17.45,,,,
2020,7,6,:2110,0,0,16.69,,,,
2020,7,6,:2210,0,0,16.21,,,,
2020,7,6,:2310,0,0,15.78,,,,
2020,7,7,:0010,0,0,15.39,,,,
2020,7,7,:0110,0,0,15.15,,,,
2020,7,7,:0210,0,0,14.87,,,,
2020,7,7,:0310,15.3,5.07,14.71,,,,
2020,7,7,:0410,21.74,13.36,14.76,,,,
2020,7,7,:0510,41.46,22.25,15.09,,,,
2020,7,7,:0610,71.44,31.41,15.56,,,,
2020,7,7,:0710,291.74,40.45,15.63,,,,
2020,7,7,:0810,682.68,48.85,16.5,,,,
2020,7,7,:0910,255.6,55.75,17.09,,,,
2020,7,7,:1010,677.68,59.82,17.48,,,,
2020,7,7,:1110,570.51,59.79,17.8,,,,
2020,7,7,:1210,569.73,55.66,18.38,,,,
2020,7,7,:1310,86.44,48.73,18.46,,,,
2020,7,7,:1410,166.7,40.32,18.15,,,,
2020,7,7,:1510,183.07,31.27,18.02,,,,
2020,7,7,:1610,186.14,22.11,17.65,,,,
2020,7,7,:1710,67.63,13.23,17.18,,,,
2020,7,7,:1810,23.35,4.95,16.56,,,,
2020,7,7,:1910,0,0,15.72,,,,
2020,7,7,:2010,0,0,14.98,,,,
2020,7,7,:2110,0,0,14.16,,,,
2020,7,7,:2210,0,0,13.44,,,,
2020,7,7,:2310,0,0,12.42,,,,
2020,7,8,:0010,0,0,11.66,,,,
2020,7,8,:0110,0,0,11.28,,,,
2020,7,8,:0210,0,0,11.14,,,,
2020,7,8,:0310,3.22,4.96,11.47,,,,
2020,7,8,:0410,16.91,13.25,12.73,,,,
2020,7,8,:0510,49.39,22.15,14.14,,,,
2020,7,8,:0610,258.23,31.3,15.3,,,,
2020,7,8,:0710,228.96,40.35,16.58,,,,
2020,7,8,:0810,155.24,48.74,17.34,,,,
2020,7,8,:0910,216.98,55.63,17.43,,,,
2020,7,8,:1010,659.48,59.71,17.78,,,,
2020,7,8,:1110,627.16,59.69,18.35,,,,
2020,7,8,:1210,467.73,55.57,18.61,,,,
2020,7,8,:1310,75.85,48.66,18.57,,,,
2020,7,8,:1410,156.12,40.26,18.64,,,,
2020,7,8,:1510,124.37,31.21,18.44,,,,
2020,7,8,:1610,109.34,22.06,18.19,,,,
2020,7,8,:1710,74.07,13.17,17.87,,,,
2020,7,8,:1810,22.54,4.89,17.21,,,,
2020,7,8,:1910,0,0,15.48,,,,
2020,7,8,:2010,0,0,14.63,,,,
2020,7,8,:2110,0,0,13.74,,,,
2020,7,8,:2210,0,0,13.05,,,,
2020,7,8,:2310,0,0,12.81,,,,
2020,7,9,:0010,0,0,12.32,,,,
2020,7,9,:0110,0,0,11.51,,,,
2020,7,9,:0210,0,0,10.88,,,,
2020,7,9,:0310,3.22,4.85,10.4,,,,
2020,7,9,:0410,12.88,13.14,11.38,,,,
2020,7,9,:0510,151.57,22.03,13.65,,,,
2020,7,9,:0610,393.75,31.19,15.02,,,,
2020,7,9,:0710,473.26,40.24,16.4,,,,
2020,7,9,:0810,454.46,48.63,17.42,,,,
2020,7,9,:0910,608.35,55.51,18.34,,,,
2020,7,9,:1010,276.35,59.59,18.87,,,,
2020,7,9,:1110,675.37,59.58,19.44,,,,
2020,7,9,:1210,848.09,55.48,19.94,,,,
2020,7,9,:1310,468.64,48.59,20.43,,,,
2020,7,9,:1410,360.94,40.19,20.62,,,,
2020,7,9,:1510,295.36,31.15,20.78,,,,
2020,7,9,:1610,141.63,21.99,20.66,,,,
2020,7,9,:1710,15.3,13.1,19.82,,,,
2020,7,9,:1810,14.49,4.81,18.25,,,,
2020,7,9,:1910,0,0,16.63,,,,
2020,7,9,:2010,0,0,16.21,,,,
2020,7,9,:2110,0,0,16.32,,,,
2020,7,9,:2210,0,0,16.22,,,,
2020,7,9,:2310,0,0,16.34,,,,
2020,7,10,:0010,0,0,16.31,,,,
2020,7,10,:0110,0,0,16.29,,,,
2020,7,10,:0210,0,0,16.38,,,,
2020,7,10,:0310,17.71,4.73,16.79,,,,
2020,7,10,:0410,18.52,13.02,17.36,,,,
2020,7,10,:0510,55.57,21.92,18.33,,,,
2020,7,10,:0610,300.92,31.08,19.56,,,,
2020,7,10,:0710,282.16,40.12,21.75,,,,
2020,7,10,:0810,359.47,48.51,23.54,,,,
2020,7,10,:0910,370.38,55.39,24.97,,,,
2020,7,10,:1010,411.17,59.46,26.16,,,,
2020,7,10,:1110,784.52,59.46,26.93,,,,
2020,7,10,:1210,479.78,55.39,27.59,,,,
2020,7,10,:1310,101.43,48.51,28.07,,,,
2020,7,10,:1410,595.02,40.12,28.48,,,,
2020,7,10,:1510,317.23,31.08,28.52,,,,
2020,7,10,:1610,179.68,21.92,27.95,,,,
2020,7,10,:1710,59.57,13.02,26.96,,,,
2020,7,10,:1810,11.27,4.73,25.83,,,,
2020,7,10,:1910,0,0,24.84,,,,
2020,7,10,:2010,0,0,21.84,,,,
2020,7,10,:2110,0,0,20.53,,,,
2020,7,10,:2210,0,0,20.43,,,,
2020,7,10,:2310,0,0,20.2,,,,
2020,7,11,:0010,0,0,19.79,,,,
2020,7,11,:0110,0,0,18.97,,,,
2020,7,11,:0210,0,0,17.42,,,,
2020,7,11,:0310,2.42,4.6,16.03,,,,
2020,7,11,:0410,11.27,12.9,15.09,,,,
2020,7,11,:0510,24.7,21.8,14.56,,,,
2020,7,11,:0610,50.28,30.96,14.58,,,,
2020,7,11,:0710,209.03,40,14.62,,,,
2020,7,11,:0810,122.6,48.38,15.17,,,,
2020,7,11,:0910,240.26,55.26,16.05,,,,
2020,7,11,:1010,135.83,59.33,16.05,,,,
2020,7,11,:1110,97.91,59.34,15.82,,,,
2020,7,11,:1210,82.03,55.28,15.8,,,,
2020,7,11,:1310,64.39,48.42,15.4,,,,
2020,7,11,:1410,105.84,40.04,15.32,,,,
2020,7,11,:1510,82.91,31.01,14.87,,,,
2020,7,11,:1610,45.87,21.85,14.71,,,,
2020,7,11,:1710,39.45,12.94,14.48,,,,
2020,7,11,:1810,10.47,4.64,14.23,,,,
2020,7,11,:1910,0,0,13.97,,,,
2020,7,11,:2010,0,0,13.77,,,,
2020,7,11,:2110,0,0,13.52,,,,
2020,7,11,:2210,0,0,13.17,,,,
2020,7,11,:2310,0,0,12.93,,,,
2020,7,12,:0010,0,0,12.47,,,,
2020,7,12,:0110,0,0,12.21,,,,
2020,7,12,:0210,0,0,11.99,,,,
2020,7,12,:0310,3.22,4.48,11.82,,,,
2020,7,12,:0410,72.46,12.78,12.16,,,,
2020,7,12,:0510,108.91,21.68,13.26,,,,
2020,7,12,:0610,404.07,30.84,14.65,,,,
2020,7,12,:0710,631.8,39.88,15.67,,,,
2020,7,12,:0810,636.24,48.25,16.86,,,,
2020,7,12,:0910,743.14,55.12,17.4,,,,
2020,7,12,:1010,317.23,59.19,17.96,,,,
2020,7,12,:1110,897.35,59.21,18.5,,,,
2020,7,12,:1210,296.23,55.17,18.71,,,,
2020,7,12,:1310,364.59,48.32,18.89,,,,
2020,7,12,:1410,365.13,39.96,19.05,,,,
2020,7,12,:1510,357.85,30.93,18.72,,,,
2020,7,12,:1610,166.66,21.76,18.35,,,,
2020,7,12,:1710,56.35,12.86,17.71,,,,
2020,7,12,:1810,20.93,4.55,16.84,,,,
2020,7,12,:1910,0,0,15.96,,,,
2020,7,12,:2010,0,0,14.85,,,,
2020,7,12,:2110,0,0,13.91,,,,
2020,7,12,:2210,0,0,13.03,,,,
2020,7,12,:2310,0,0,12.36,,,,
2020,7,13,:0010,0,0,12.26,,,,
2020,7,13,:0110,0,0,12.25,,,,
2020,7,13,:0210,0,0,11.97,,,,
2020,7,13,:0310,2.42,4.34,11.5,,,,
2020,7,13,:0410,11.27,12.65,11.97,,,,
2020,7,13,:0510,61.74,21.55,13.19,,,,
2020,7,13,:0610,294.6,30.72,14.33,,,,
2020,7,13,:0710,397.67,39.75,15.15,,,,
2020,7,13,:0810,510.75,48.12,15.94,,,,
2020,7,13,:0910,581,54.98,16.53,,,,
2020,7,13,:1010,146.42,59.05,17.5,,,,
2020,7,13,:1110,139.36,59.08,18.22,,,,
2020,7,13,:1210,88.2,55.06,18.48,,,,
2020,7,13,:1310,243.77,48.22,19.08,,,,
2020,7,13,:1410,188.22,39.87,19.18,,,,
2020,7,13,:1510,234.73,30.84,18.9,,,,
2020,7,13,:1610,184.78,21.68,18.27,,,,
2020,7,13,:1710,61.18,12.77,17.93,,,,
2020,7,13,:1810,17.71,4.45,17.4,,,,
2020,7,13,:1910,0,0,16.24,,,,
2020,7,13,:2010,0,0,15.55,,,,
2020,7,13,:2110,0,0,14.75,,,,
2020,7,13,:2210,0,0,13.72,,,,
2020,7,13,:2310,0,0,12.81,,,,
2020,7,14,:0010,0,0,12.02,,,,
2020,7,14,:0110,0,0,11.67,,,,
2020,7,14,:0210,0,0,11.12,,,,
2020,7,14,:0310,2.42,4.21,10.77,,,,
2020,7,14,:0410,62.79,12.52,12.16,,,,
2020,7,14,:0510,178.74,21.42,14.43,,,,
2020,7,14,:0610,273.54,30.59,16.48,,,,
2020,7,14,:0710,452.92,39.62,17.56,,,,
2020,7,14,:0810,752.32,47.98,18.96,,,,
2020,7,14,:0910,819.99,54.83,19.78,,,,
2020,7,14,:1010,744.35,58.9,20.24,,,,
2020,7,14,:1110,548.9,58.94,20.63,,,,
2020,7,14,:1210,874.2,54.93,21.17,,,,
2020,7,14,:1310,209.33,48.12,21.4,,,,
2020,7,14,:1410,210.86,39.77,21.79,,,,
2020,7,14,:1510,201.64,30.75,21.73,,,,
2020,7,14,:1610,81.15,21.58,21.39,,,,
2020,7,14,:1710,66.01,12.67,21,,,,
2020,7,14,:1810,20.13,4.34,19.57,,,,
2020,7,14,:1910,0,0,18.74,,,,
2020,7,14,:2010,0,0,16.69,,,,
2020,7,14,:2110,0,0,15.25,,,,
2020,7,14,:2210,0,0,14.69,,,,
2020,7,14,:2310,0,0,13.88,,,,
2020,7,15,:0010,0,0,13.48,,,,
2020,7,15,:0110,0,0,12.94,,,,
2020,7,15,:0210,0,0,12.2,,,,
2020,7,15,:0310,4.83,4.07,12.11,,,,
2020,7,15,:0410,66.01,12.38,12.97,,,,
2020,7,15,:0510,178.14,21.29,16.01,,,,
2020,7,15,:0610,378.91,30.45,18.27,,,,
2020,7,15,:0710,601.55,39.48,19.67,,,,
2020,7,15,:0810,785.97,47.84,21.04,,,,
2020,7,15,:0910,714.9,54.68,22.26,,,,
2020,7,15,:1010,261.88,58.74,22.91,,,,
2020,7,15,:1110,124.37,58.79,23.2,,,,
2020,7,15,:1210,645.11,54.8,23.62,,,,
2020,7,15,:1310,748.71,48,23.64,,,,
2020,7,15,:1410,496.65,39.67,23.48,,,,
2020,7,15,:1510,386.07,30.65,23.52,,,,
2020,7,15,:1610,181.76,21.48,23.42,,,,
2020,7,15,:1710,54.74,12.56,22.73,,,,
2020,7,15,:1810,19.32,4.23,21.58,,,,
2020,7,15,:1910,0,0,20.29,,,,
2020,7,15,:2010,0,0,19.01,,,,
2020,7,15,:2110,0,0,18.02,,,,
2020,7,15,:2210,0,0,17.65,,,,
2020,7,15,:2310,0,0,17.08,,,,
2020,7,16,:0010,0,0,16.4,,,,
2020,7,16,:0110,0,0,15.7,,,,
2020,7,16,:0210,0,0,15.25,,,,
2020,7,16,:0310,2.42,3.92,14.82,,,,
2020,7,16,:0410,37.84,12.24,15.36,,,,
2020,7,16,:0510,94.82,21.16,17.08,,,,
2020,7,16,:0610,223.49,30.32,18.05,,,,
2020,7,16,:0710,432.26,39.34,19,,,,
2020,7,16,:0810,596.73,47.69,19.95,,,,
2020,7,16,:0910,214.33,54.53,20.24,,,,
2020,7,16,:1010,141.13,58.58,19.5,,,,
2020,7,16,:1110,178.17,58.64,20.02,,,,
2020,7,16,:1210,394.4,54.67,20.34,,,,
2020,7,16,:1310,398.82,47.88,19.94,,,,
2020,7,16,:1410,142.89,39.56,19,,,,
2020,7,16,:1510,52.04,30.54,18.34,,,,
2020,7,16,:1610,90.43,21.38,18.18,,,,
2020,7,16,:1710,30.59,12.45,17.95,,,,
2020,7,16,:1810,2.42,4.11,17.11,,,,
2020,7,16,:1910,0,0,16.05,,,,
2020,7,16,:2010,0,0,15.53,,,,
2020,7,16,:2110,0,0,15.13,,,,
2020,7,16,:2210,0,0,14.63,,,,
2020,7,16,:2310,0,0,14.47,,,,
2020,7,17,:0010,0,0,14.3,,,,
2020,7,17,:0110,0,0,14.11,,,,
2020,7,17,:0210,0,0,13.7,,,,
2020,7,17,:0310,2.42,3.77,13.67,,,,
2020,7,17,:0410,14.49,12.1,14.08,,,,
2020,7,17,:0510,22.93,21.02,14.9,,,,
2020,7,17,:0610,113.78,30.18,15.95,,,,
2020,7,17,:0710,190.01,39.2,16.98,,,,
2020,7,17,:0810,225.85,47.54,17.9,,,,
2020,7,17,:0910,233.22,54.37,18.84,,,,
2020,7,17,:1010,316.48,58.42,19.69,,,,
2020,7,17,:1110,402.1,58.48,20.55,,,,
2020,7,17,:1210,884.54,54.52,21.18,,,,
2020,7,17,:1310,776.09,47.76,21.28,,,,
2020,7,17,:1410,595.51,39.44,21.75,,,,
2020,7,17,:1510,375.22,30.43,21.36,,,,
2020,7,17,:1610,179.07,21.27,21.29,,,,
2020,7,17,:1710,50.72,12.34,21.07,,,,
2020,7,17,:1810,16.91,3.99,20.49,,,,
2020,7,17,:1910,0,0,18.8,,,,
2020,7,17,:2010,0,0,17.48,,,,
2020,7,17,:2110,0,0,16.44,,,,
2020,7,17,:2210,0,0,15.84,,,,
2020,7,17,:2310,0,0,15.4,,,,
2020,7,18,:0010,0,0,15.1,,,,
2020,7,18,:0110,0,0,14.84,,,,
2020,7,18,:0210,0,0,14.61,,,,
2020,7,18,:0310,1.61,3.62,14.3,,,,
2020,7,18,:0410,63.6,11.95,15,,,,
2020,7,18,:0510,173.07,20.87,17.79,,,,
2020,7,18,:0610,375.38,30.04,19.95,,,,
2020,7,18,:0710,586.27,39.06,21.46,,,,
2020,7,18,:0810,738.89,47.39,22.96,,,,
2020,7,18,:0910,906.22,54.2,24.22,,,,
2020,7,18,:1010,924.47,58.24,25.05,,,,
2020,7,18,:1110,785.56,58.31,25.49,,,,
2020,7,18,:1210,454.66,54.38,25.74,,,,
2020,7,18,:1310,562.04,47.63,25.71,,,,
2020,7,18,:1410,493.06,39.32,25.73,,,,
2020,7,18,:1510,278.77,30.32,25.34,,,,
2020,7,18,:1610,103.24,21.15,24.91,,,,
2020,7,18,:1710,58.77,12.22,24.09,,,,
2020,7,18,:1810,16.91,3.86,22.82,,,,
2020,7,18,:1910,0,0,21.79,,,,
2020,7,18,:2010,0,0,20.81,,,,
2020,7,18,:2110,0,0,19.89,,,,
2020,7,18,:2210,0,0,19.23,,,,
2020,7,18,:2310,0,0,18.41,,,,
2020,7,19,:0010,0,0,17.7,,,,
2020,7,19,:0110,0,0,17.13,,,,
2020,7,19,:0210,0,0,16.63,,,,
2020,7,19,:0310,2.42,3.46,16.29,,,,
2020,7,19,:0410,65.21,11.8,16.98,,,,
2020,7,19,:0510,173.73,20.73,18.73,,,,
2020,7,19,:0610,377.11,29.89,20.6,,,,
2020,7,19,:0710,580.82,38.91,22.94,,,,
2020,7,19,:0810,749.22,47.23,24.44,,,,
2020,7,19,:0910,906.98,54.03,25.22,,,,
2020,7,19,:1010,862.03,58.07,25.42,,,,
2020,7,19,:1110,942.79,58.14,25.88,,,,
2020,7,19,:1210,623.63,54.22,26.09,,,,
2020,7,19,:1310,456.07,47.49,26.39,,,,
2020,7,19,:1410,535.58,39.2,26.46,,,,
2020,7,19,:1510,369.31,30.19,26.4,,,,
2020,7,19,:1610,180.12,21.03,25.94,,,,
2020,7,19,:1710,51.52,12.09,24.93,,,,
2020,7,19,:1810,16.91,3.72,23.44,,,,
2020,7,19,:1910,0,0,21.88,,,,
2020,7,19,:2010,0,0,20.76,,,,
2020,7,19,:2110,0,0,19.72,,,,
2020,7,19,:2210,0,0,18.73,,,,
2020,7,19,:2310,0,0,17.57,,,,
2020,7,20,:0010,0,0,16.49,,,,
2020,7,20,:0110,0,0,15.99,,,,
2020,7,20,:0210,0,0,15.72,,,,
2020,7,20,:0310,2.42,3.3,15.41,,,,
2020,7,20,:0410,62.79,11.65,15.89,,,,
2020,7,20,:0510,172.29,20.58,18.37,,,,
2020,7,20,:0610,239.93,29.74,20.57,,,,
2020,7,20,:0710,541.64,38.75,22.83,,,,
2020,7,20,:0810,763.64,47.07,24.5,,,,
2020,7,20,:0910,883.42,53.86,25.72,,,,
2020,7,20,:1010,874.81,57.88,26.4,,,,
2020,7,20,:1110,914.29,57.96,26.91,,,,
2020,7,20,:1210,943.99,54.06,27.13,,,,
2020,7,20,:1310,565.37,47.34,27.27,,,,
2020,7,20,:1410,541.79,39.06,26.81,,,,
2020,7,20,:1510,137.59,30.07,24.34,,,,
2020,7,20,:1610,27.34,20.9,23.57,,,,
2020,7,20,:1710,16.1,11.95,23.48,,,,
2020,7,20,:1810,7.25,3.58,22.63,,,,
2020,7,20,:1910,0,0,21.27,,,,
2020,7,20,:2010,0,0,20.23,,,,
2020,7,20,:2110,0,0,19.49,,,,
2020,7,20,:2210,0,0,19.03,,,,
2020,7,20,:2310,0,0,18.43,,,,
2020,7,21,:0010,0,0,17.87,,,,
2020,7,21,:0110,0,0,17.91,,,,
2020,7,21,:0210,0,0,17.54,,,,
2020,7,21,:0310,1.61,3.14,17.03,,,,
2020,7,21,:0410,10.47,11.49,16.62,,,,
2020,7,21,:0510,124.79,20.42,16.61,,,,
2020,7,21,:0610,77.62,29.59,16.98,,,,
2020,7,21,:0710,349.05,38.6,17.5,,,,
2020,7,21,:0810,579.39,46.91,18.35,,,,
2020,7,21,:0910,384.79,53.68,19.26,,,,
2020,7,21,:1010,570.9,57.69,20.09,,,,
2020,7,21,:1110,878.83,57.77,20.54,,,,
2020,7,21,:1210,842.86,53.89,20.75,,,,
2020,7,21,:1310,667.37,47.19,20.91,,,,
2020,7,21,:1410,542.32,38.92,20.77,,,,
2020,7,21,:1510,400.92,29.93,20.65,,,,
2020,7,21,:1610,180.59,20.76,20.42,,,,
2020,7,21,:1710,54.74,11.82,19.92,,,,
2020,7,21,:1810,14.49,3.44,19.01,,,,
2020,7,21,:1910,0,0,18.13,,,,
2020,7,21,:2010,0,0,17.05,,,,
2020,7,21,:2110,0,0,16.27,,,,
2020,7,21,:2210,0,0,15.67,,,,
2020,7,21,:2310,0,0,14.89,,,,
2020,7,22,:0010,0,0,14.25,,,,
2020,7,22,:0110,0,0,13.58,,,,
2020,7,22,:0210,0,0,13.04,,,,
2020,7,22,:0310,3.22,2.97,12.6,,,,
2020,7,22,:0410,53.13,11.33,12.99,,,,
2020,7,22,:0510,173.66,20.27,14.88,,,,
2020,7,22,:0610,390.39,29.43,16.55,,,,
2020,7,22,:0710,611.91,38.44,17.89,,,,
2020,7,22,:0810,764.35,46.74,18.58,,,,
2020,7,22,:0910,772,53.5,18.83,,,,
2020,7,22,:1010,898.02,57.5,19.4,,,,
2020,7,22,:1110,804.65,57.58,19.94,,,,
2020,7,22,:1210,891.53,53.72,20.25,,,,
2020,7,22,:1310,626.15,47.04,20.28,,,,
2020,7,22,:1410,549.9,38.78,20.67,,,,
2020,7,22,:1510,353.32,29.79,20.43,,,,
2020,7,22,:1610,182.31,20.62,19.94,,,,
2020,7,22,:1710,51.52,11.67,19.16,,,,
2020,7,22,:1810,13.69,3.28,18.38,,,,
2020,7,22,:1910,0,0,17.2,,,,
2020,7,22,:2010,0,0,15.95,,,,
2020,7,22,:2110,0,0,14.78,,,,
2020,7,22,:2210,0,0,13.63,,,,
2020,7,22,:2310,0,0,12.75,,,,
2020,7,23,:0010,0,0,12.08,,,,
2020,7,23,:0110,0,0,11.56,,,,
2020,7,23,:0210,0,0,11.21,,,,
2020,7,23,:0310,1.61,2.8,11.25,,,,
2020,7,23,:0410,39.45,11.17,11.89,,,,
2020,7,23,:0510,50.28,20.11,14,,,,
2020,7,23,:0610,115.55,29.28,15.48,,,,
2020,7,23,:0710,203.09,38.28,15.87,,,,
2020,7,23,:0810,369.63,46.56,17.22,,,,
2020,7,23,:0910,401.61,53.31,17.92,,,,
2020,7,23,:1010,453.64,57.3,18.82,,,,
2020,7,23,:1110,664.79,57.38,19.26,,,,
2020,7,23,:1210,458.03,53.53,19.7,,,,
2020,7,23,:1310,344.57,46.87,19.74,,,,
2020,7,23,:1410,149.95,38.63,19.89,,,,
2020,7,23,:1510,106.73,29.64,19.52,,,,
2020,7,23,:1610,84.68,20.48,19.23,,,,
2020,7,23,:1710,48.3,11.52,18.83,,,,
2020,7,23,:1810,8.86,3.12,18.08,,,,
2020,7,23,:1910,0,0,16.82,,,,
2020,7,23,:2010,0,0,15.9,,,,
2020,7,23,:2110,0,0,15.01,,,,
2020,7,23,:2210,0,0,14.44,,,,
2020,7,23,:2310,0,0,13.9,,,,
2020,7,24,:0010,0,0,13.13,,,,
2020,7,24,:0110,0,0,12.9,,,,
2020,7,24,:0210,0,0,12.49,,,,
2020,7,24,:0310,1.61,2.63,11.6,,,,
2020,7,24,:0410,53.13,11,12,,,,
2020,7,24,:0510,169.93,19.95,14.86,,,,
2020,7,24,:0610,382.54,29.12,17.02,,,,
2020,7,24,:0710,600.75,38.11,18.62,,,,
2020,7,24,:0810,760.62,46.39,19.96,,,,
2020,7,24,:0910,904.26,53.12,20.95,,,,
2020,7,24,:1010,982.3,57.1,21.89,,,,
2020,7,24,:1110,844.33,57.18,22.58,,,,
2020,7,24,:1210,927.16,53.35,22.98,,,,
2020,7,24,:1310,806.02,46.7,23.31,,,,
2020,7,24,:1410,604.35,38.47,23.15,,,,
2020,7,24,:1510,389.39,29.49,23.37,,,,
2020,7,24,:1610,178.72,20.32,23.01,,,,
2020,7,24,:1710,53.94,11.36,22.23,,,,
2020,7,24,:1810,11.27,2.96,21.09,,,,
2020,7,24,:1910,0,0,20.2,,,,
2020,7,24,:2010,0,0,19.15,,,,
2020,7,24,:2110,0,0,18.49,,,,
2020,7,24,:2210,0,0,18.07,,,,
2020,7,24,:2310,0,0,17.8,,,,
2020,7,25,:0010,0,0,17.21,,,,
2020,7,25,:0110,0,0,16.66,,,,
2020,7,25,:0210,0,0,16.12,,,,
2020,7,25,:0310,0.81,2.45,15.61,,,,
2020,7,25,:0410,58.77,10.83,15.89,,,,
2020,7,25,:0510,168.97,19.78,17.39,,,,
2020,7,25,:0610,370.74,28.95,19.17,,,,
2020,7,25,:0710,599.85,37.94,20.73,,,,
2020,7,25,:0810,801.24,46.21,22.04,,,,
2020,7,25,:0910,931.85,52.92,22.88,,,,
2020,7,25,:1010,993.17,56.89,23.71,,,,
2020,7,25,:1110,946.84,56.97,24.24,,,,
2020,7,25,:1210,936.53,53.15,24.65,,,,
2020,7,25,:1310,805.11,46.53,24.86,,,,
2020,7,25,:1410,609.78,38.31,24.91,,,,
2020,7,25,:1510,393.74,29.33,24.67,,,,
2020,7,25,:1610,179.13,20.17,24.12,,,,
2020,7,25,:1710,49.11,11.2,23.18,,,,
2020,7,25,:1810,11.27,2.79,21.68,,,,
2020,7,25,:1910,0,0,20.42,,,,
2020,7,25,:2010,0,0,19.07,,,,
2020,7,25,:2110,0,0,17.76,,,,
2020,7,25,:2210,0,0,16.69,,,,
2020,7,25,:2310,0,0,15.83,,,,
2020,7,26,:0010,0,0,15.11,,,,
2020,7,26,:0110,0,0,14.45,,,,
2020,7,26,:0210,0,0,13.83,,,,
2020,7,26,:0310,0,0,13.34,,,,
2020,7,26,:0410,55.55,10.66,13.85,,,,
2020,7,26,:0510,167.15,19.62,17.02,,,,
2020,7,26,:0610,376.7,28.78,19.46,,,,
2020,7,26,:0710,591.66,37.77,22.15,,,,
2020,7,26,:0810,792.55,46.02,23.77,,,,
2020,7,26,:0910,921.56,52.72,24.78,,,,
2020,7,26,:1010,1001.5,56.67,25.66,,,,
2020,7,26,:1110,990.9,56.76,26.39,,,,
2020,7,26,:1210,932.66,52.96,26.9,,,,
2020,7,26,:1310,786.62,46.35,27.29,,,,
2020,7,26,:1410,598.37,38.14,27.48,,,,
2020,7,26,:1510,387.21,29.17,27.42,,,,
2020,7,26,:1610,175.9,20,26.99,,,,
2020,7,26,:1710,49.91,11.03,25.84,,,,
2020,7,26,:1810,3.22,2.61,25.28,,,,
2020,7,26,:1910,0,0,24.35,,,,
2020,7,26,:2010,0,0,23.24,,,,
2020,7,26,:2110,0,0,21.76,,,,
2020,7,26,:2210,0,0,20.73,,,,
2020,7,26,:2310,0,0,18.97,,,,
2020,7,27,:0010,0,0,17.74,,,,
2020,7,27,:0110,0,0,17.04,,,,
2020,7,27,:0210,0,0,17.18,,,,
2020,7,27,:0310,0,0,17.25,,,,
2020,7,27,:0410,26.57,10.49,17.93,,,,
2020,7,27,:0510,95.31,19.45,19.22,,,,
2020,7,27,:0610,212.8,28.62,20.77,,,,
2020,7,27,:0710,312.29,37.59,21.68,,,,
2020,7,27,:0810,385.73,45.84,22.29,,,,
2020,7,27,:0910,872.8,52.52,22.99,,,,
2020,7,27,:1010,930,56.45,23.63,,,,
2020,7,27,:1110,499.11,56.54,24.42,,,,
2020,7,27,:1210,544.53,52.75,25.01,,,,
2020,7,27,:1310,432.55,46.16,25.21,,,,
2020,7,27,:1410,374.31,37.96,24.9,,,,
2020,7,27,:1510,244.39,29,24.67,,,,
2020,7,27,:1610,150.48,19.83,24.27,,,,
2020,7,27,:1710,27.37,10.86,23.69,,,,
2020,7,27,:1810,1.61,2.43,22.5,,,,
2020,7,27,:1910,0,0,21.73,,,,
2020,7,27,:2010,0,0,20.5,,,,
2020,7,27,:2110,0,0,19.53,,,,
2020,7,27,:2210,0,0,19.15,,,,
2020,7,27,:2310,0,0,18.92,,,,
2020,7,28,:0010,0,0,18.77,,,,
2020,7,28,:0110,0,0,18.34,,,,
2020,7,28,:0210,0,0,17.76,,,,
2020,7,28,:0310,0,0,17.3,,,,
2020,7,28,:0410,12.88,10.31,17.63,,,,
2020,7,28,:0510,149.16,19.27,19.11,,,,
2020,7,28,:0610,273.76,28.44,20.92,,,,
2020,7,28,:0710,570.4,37.42,22.42,,,,
2020,7,28,:0810,609.9,45.65,24.65,,,,
2020,7,28,:0910,843.59,52.31,26.42,,,,
2020,7,28,:1010,898.16,56.23,27.74,,,,
2020,7,28,:1110,941.41,56.31,28.37,,,,
2020,7,28,:1210,691.89,52.54,28.89,,,,
2020,7,28,:1310,743.11,45.97,29.14,,,,
2020,7,28,:1410,586.93,37.78,29.52,,,,
2020,7,28,:1510,252.28,28.83,29.71,,,,
2020,7,28,:1610,164.05,19.66,29.49,,,,
2020,7,28,:1710,53.94,10.68,28.57,,,,
2020,7,28,:1810,0,0,26.9,,,,
2020,7,28,:1910,0,0,24.93,,,,
2020,7,28,:2010,0,0,24.36,,,,
2020,7,28,:2110,0,0,23.94,,,,
2020,7,28,:2210,0,0,23.36,,,,
2020,7,28,:2310,0,0,22.57,,,,
2020,7,29,:0010,0,0,21.63,,,,
2020,7,29,:0110,0,0,20.27,,,,
2020,7,29,:0210,0,0,19.7,,,,
2020,7,29,:0310,0,0,19.34,,,,
2020,7,29,:0410,52.33,10.13,19.11,,,,
2020,7,29,:0510,72.33,19.1,19.54,,,,
2020,7,29,:0610,58.21,28.27,19.91,,,,
2020,7,29,:0710,354.63,37.23,20.38,,,,
