m,d,h,Qsolar [W},Qcond [W],Q net [kW]
1,28,7,258.7632,-19555.008,-19.2962448
1,28,8,915.2592,-19185.024,-18.2697648
1,28,9,7021.8,-18607.488,-11.585688
1,28,10,2415.9504,-18002.88,-15.5869296
1,28,11,4497.336,-17461.44,-12.964104
1,28,12,1114.2384,-17037.312,-15.9230736
1,28,13,636.8688,-16712.448,-16.0755792
1,28,14,397.9584,-16901.952,-16.5039936
1,28,15,0,-17181.696,-17.181696
1,28,16,0,-17064.384,-17.064384
1,28,17,0,-17118.528,-17.118528
1,28,18,0,-17741.184,-17.741184
1,28,19,0,-18445.056,-18.445056
1,28,20,0,-18408.96,-18.40896
1,28,21,0,-18165.312,-18.165312
1,28,22,0,-17705.088,-17.705088
1,28,23,0,-17732.16,-17.73216
1,29,0,0,-17903.616,-17.903616
1,29,1,0,-18048,-18.048
1,29,2,0,-18372.864,-18.372864
1,29,3,0,-18751.872,-18.751872
1,29,4,0,-19121.856,-19.121856
1,29,5,0,-19527.936,-19.527936
1,29,6,0,-20024.256,-20.024256
1,29,7,3943.9392,-19591.104,-15.6471648
1,29,8,2819.3232,-18941.376,-16.1220528
1,29,9,1651.6176,-18490.176,-16.8385584
1,29,10,1611.6864,-18544.32,-16.9326336
1,29,11,1333.296,-18517.248,-17.183952
1,29,12,2377.5984,-18607.488,-16.2298896
1,29,13,1577.6208,-18724.8,-17.1471792
1,29,14,1673.0496,-18706.752,-17.0337024
1,29,15,0,-18544.32,-18.54432
1,29,16,0,-18300.672,-18.300672
1,29,17,0,-18192.384,-18.192384
1,29,18,0,-18291.648,-18.291648
1,29,19,0,-18237.504,-18.237504
1,29,20,0,-18264.576,-18.264576
1,29,21,0,-18183.36,-18.18336
1,29,22,0,-18345.792,-18.345792
1,29,23,0,-18417.984,-18.417984
1,30,0,0,-18481.152,-18.481152
1,30,1,0,-18490.176,-18.490176
1,30,2,0,-18869.184,-18.869184
1,30,3,0,-19239.168,-19.239168
1,30,4,0,-19176,-19.176
1,30,5,0,-18571.392,-18.571392
1,30,6,0,-17903.616,-17.903616
1,30,7,179.1264,-17578.752,-17.3996256
1,30,8,4284.3696,-17398.272,-13.1139024
1,30,9,2618.088,-17199.744,-14.581656
1,30,10,2320.296,-16784.64,-14.464344
1,30,11,5623.9824,-15972.48,-10.3484976
1,30,12,2023.8576,-15864.192,-13.8403344
1,30,13,1595.8944,-16243.2,-14.6473056
1,30,14,1247.7936,-16829.76,-15.5819664
1,30,15,0,-17461.44,-17.46144
1,30,16,0,-17723.136,-17.723136
1,30,17,0,-18246.528,-18.246528
1,30,18,0,-18490.176,-18.490176
1,30,19,0,-17831.424,-17.831424
1,30,20,0,-17028.288,-17.028288
1,30,21,0,-16252.224,-16.252224
1,30,22,0,-15792,-15.792
1,30,23,0,-15620.544,-15.620544
1,31,0,0,-15521.28,-15.52128
1,31,1,0,-15629.568,-15.629568
1,31,2,0,-15954.432,-15.954432
1,31,3,0,-16559.04,-16.55904
1,31,4,0,-16856.832,-16.856832
1,31,5,0,-17082.432,-17.082432
1,31,6,0,-17452.416,-17.452416
1,31,7,709.9632,-17010.24,-16.3002768
1,31,8,3156.3696,-15692.736,-12.5363664
1,31,9,4285.9488,-14077.44,-9.7914912
1,31,10,2299.3152,-12985.536,-10.6862208
1,31,11,1751.1072,-12182.4,-10.4312928
1,31,12,9896.3952,-11974.848,-2.0784528
1,31,13,2934.6048,-12119.232,-9.1846272
1,31,14,2312.1744,-12272.64,-9.9604656
1,31,15,0,-12579.456,-12.579456
1,31,16,0,-12805.056,-12.805056
1,31,17,0,-12958.464,-12.958464
1,31,18,0,-13102.848,-13.102848
1,31,19,0,-13156.992,-13.156992
1,31,20,0,-13364.544,-13.364544
1,31,21,0,-13526.976,-13.526976
1,31,22,0,-13698.432,-13.698432
1,31,23,0,-13878.912,-13.878912
2,1,0,0,-14086.464,-14.086464
2,1,1,0,-14131.584,-14.131584
2,1,2,0,-14158.656,-14.158656
2,1,3,0,-14077.44,-14.07744
2,1,4,0,-13788.672,-13.788672
2,1,5,0,-13517.952,-13.517952
2,1,6,0,-13292.352,-13.292352
2,1,7,218.832,-12669.696,-12.450864
2,1,8,1751.3328,-12200.448,-10.4491152
2,1,9,4515.384,-11686.08,-7.170696
2,1,10,1850.5968,-11289.024,-9.4384272
2,1,11,1770.96,-10828.8,-9.05784
2,1,12,975.0432,-10323.456,-9.3484128
2,1,13,1114.2384,-9854.208,-8.7399696
2,1,14,338.1744,-9980.544,-9.6423696
2,1,15,0,-10206.144,-10.206144
2,1,16,0,-10377.6,-10.3776
2,1,17,0,-10558.08,-10.55808
2,1,18,0,-10621.248,-10.621248
2,1,19,0,-10585.152,-10.585152
2,1,20,0,-10828.8,-10.8288
2,1,21,0,-10846.848,-10.846848
2,1,22,0,-10882.944,-10.882944
2,1,23,0,-11018.304,-11.018304
2,2,0,0,-11099.52,-11.09952
2,2,1,0,-11261.952,-11.261952
2,2,2,0,-11767.296,-11.767296
2,2,3,0,-12335.808,-12.335808
2,2,4,0,-13057.728,-13.057728
2,2,5,0,-13725.504,-13.725504
2,2,6,0,-14167.68,-14.16768
2,2,7,4013.6496,-14303.04,-10.2893904
2,2,8,6409.5216,-13797.696,-7.3881744
2,2,9,3971.0112,-13138.944,-9.1679328
2,2,10,1313.2176,-12805.056,-11.4918384
2,2,11,1213.728,-12850.176,-11.636448
2,2,12,1412.7072,-12976.512,-11.5638048
2,2,13,5848.9056,-13138.944,-7.2900384
2,2,14,7985.7888,-13373.568,-5.3877792
2,2,15,0,-13815.744,-13.815744
2,2,16,0,-14411.328,-14.411328
2,2,17,0,-14754.24,-14.75424
2,2,18,0,-14997.888,-14.997888
2,2,19,0,-14727.168,-14.727168
2,2,20,0,-15205.44,-15.20544
2,2,21,0,-15458.112,-15.458112
2,2,22,0,-15611.52,-15.61152
2,2,23,0,-15900.288,-15.900288
2,3,0,0,-15990.528,-15.990528
2,3,1,0,-16261.248,-16.261248
2,3,2,0,-16595.136,-16.595136
2,3,3,0,-16901.952,-16.901952
2,3,4,0,-17127.552,-17.127552
2,3,5,0,-17046.336,-17.046336
2,3,6,0,-17289.984,-17.289984
2,3,7,1560.024,-17253.888,-15.693864
2,3,8,5175.4896,-16956.096,-11.7806064
2,3,9,13757.9904,-16396.608,-2.6386176
2,3,10,12174.504,-15674.688,-3.500184
2,3,11,17921.664,-15124.224,2.79744
2,3,12,14820.5664,-14853.504,-0.0329376
2,3,13,12696.9936,-14528.64,-1.8316464
2,3,14,5691.6624,-14718.144,-9.0264816
2,3,15,0,-15440.064,-15.440064
2,3,16,0,-16441.728,-16.441728
2,3,17,0,-17389.248,-17.389248
2,3,18,0,-18066.048,-18.066048
2,3,19,0,-18156.288,-18.156288
2,3,20,0,-18273.6,-18.2736
2,3,21,0,-18192.384,-18.192384
2,3,22,0,-18038.976,-18.038976
2,3,23,0,-17849.472,-17.849472
2,4,0,0,-17470.464,-17.470464
2,4,1,0,-17028.288,-17.028288
2,4,2,0,-16586.112,-16.586112
2,4,3,0,-16107.84,-16.10784
2,4,4,0,-15755.904,-15.755904
2,4,5,0,-15584.448,-15.584448
2,4,6,0,-15566.4,-15.5664
2,4,7,1985.0544,-15638.592,-13.6535376
2,4,8,2628.24,-15394.944,-12.766704
2,4,9,4187.5872,-14934.72,-10.7471328
2,4,10,3222.2448,-14772.288,-11.5500432
2,4,11,3190.4352,-14736.192,-11.5457568
2,4,12,2620.1184,-14871.552,-12.2514336
2,4,13,12525.312,-15169.344,-2.644032
2,4,14,2898.7344,-15295.68,-12.3969456
2,4,15,0,-15954.432,-15.954432
2,4,16,0,-16739.52,-16.73952
2,4,17,0,-17046.336,-17.046336
2,4,18,0,-17371.2,-17.3712
2,4,19,0,-17569.728,-17.569728
2,4,20,0,-17903.616,-17.903616
2,4,21,0,-18129.216,-18.129216
2,4,22,0,-18147.264,-18.147264
2,4,23,0,-18255.552,-18.255552
2,5,0,0,-18363.84,-18.36384
2,5,1,0,-18472.128,-18.472128
2,5,2,0,-18625.536,-18.625536
2,5,3,0,-18986.496,-18.986496
2,5,4,0,-19383.552,-19.383552
2,5,5,0,-19924.992,-19.924992
2,5,6,0,-20592.768,-20.592768
2,5,7,7731.0864,-21531.264,-13.8001776
2,5,8,13547.7312,-21441.024,-7.8932928
2,5,9,19152.0864,-20971.776,-1.8196896
2,5,10,21544.3488,-20322.048,1.2223008
2,5,11,21838.7568,-19636.224,2.2025328
2,5,12,20076.144,-19130.88,0.945264
2,5,13,16238.9136,-18806.016,-2.5671024
2,5,14,9479.9376,-18778.944,-9.2990064
2,5,15,0,-19338.432,-19.338432
2,5,16,0,-20159.616,-20.159616
2,5,17,0,-20313.024,-20.313024
2,5,18,0,-20484.48,-20.48448
2,5,19,0,-20493.504,-20.493504
2,5,20,0,-20619.84,-20.61984
2,5,21,0,-20935.68,-20.93568
2,5,22,0,-21089.088,-21.089088
2,5,23,0,-21080.064,-21.080064
2,6,0,0,-20944.704,-20.944704
2,6,1,0,-20737.152,-20.737152
2,6,2,0,-20439.36,-20.43936
2,6,3,0,-20150.592,-20.150592
2,6,4,0,-19753.536,-19.753536
2,6,5,0,-19464.768,-19.464768
2,6,6,0,-19284.288,-19.284288
2,6,7,3697.3584,-18688.704,-14.9913456
2,6,8,1253.6592,-18174.336,-16.9206768
2,6,9,795.9168,-17659.968,-16.8640512
2,6,10,2994.84,-17362.176,-14.367336
2,6,11,1293.3648,-16883.904,-15.5905392
2,6,12,2356.392,-16694.4,-14.338008
2,6,13,656.7216,-16613.184,-15.9564624
2,6,14,756.2112,-16540.992,-15.7847808
2,6,15,0,-16522.944,-16.522944
2,6,16,0,-16477.824,-16.477824
2,6,17,0,-16414.656,-16.414656
2,6,18,0,-16252.224,-16.252224
2,6,19,0,-16225.152,-16.225152
2,6,20,0,-16189.056,-16.189056
2,6,21,0,-16198.08,-16.19808
2,6,22,0,-16297.344,-16.297344
2,6,23,0,-16495.872,-16.495872
2,7,0,0,-16892.928,-16.892928
2,7,1,0,-17614.848,-17.614848
2,7,2,0,-18724.8,-18.7248
2,7,3,0,-19979.136,-19.979136
2,7,4,0,-21305.664,-21.305664
2,7,5,0,-22641.216,-22.641216
2,7,6,0,-23507.52,-23.50752
2,7,7,7666.3392,-23498.496,-15.8321568
2,7,8,12969.2928,-22749.504,-9.7802112
2,7,9,17834.1312,-21783.936,-3.9498048
2,7,10,21334.5408,-20692.032,0.6425088
2,7,11,21658.728,-19789.632,1.869096
2,7,12,19862.5008,-19230.144,0.6323568
2,7,13,14829.3648,-19049.664,-4.2202992
2,7,14,9185.9808,-19112.832,-9.9268512
2,7,15,0,-19654.272,-19.654272
2,7,16,0,-20863.488,-20.863488
2,7,17,0,-22217.088,-22.217088
2,7,18,0,-22171.968,-22.171968
2,7,19,0,-20980.8,-20.9808
2,7,20,0,-21125.184,-21.125184
2,7,21,0,-21386.88,-21.38688
2,7,22,0,-23029.248,-23.029248
2,7,23,0,-23480.448,-23.480448
2,8,0,0,-23624.832,-23.624832
2,8,1,0,-23967.744,-23.967744
2,8,2,0,-23724.096,-23.724096
2,8,3,0,-23435.328,-23.435328
2,8,4,0,-23164.608,-23.164608
2,8,5,0,-23056.32,-23.05632
2,8,6,0,-23065.344,-23.065344
2,8,7,7088.8032,-22514.88,-15.4260768
2,8,8,12392.8848,-21107.136,-8.7142512
2,8,9,16983.168,-19681.344,-2.698176
2,8,10,20467.1088,-18390.912,2.0761968
2,8,11,21085.704,-17380.224,3.70548
2,8,12,17855.5632,-16721.472,1.1340912
2,8,13,14495.4768,-16540.992,-2.0455152
2,8,14,9162.9696,-16820.736,-7.6577664
2,8,15,0,-17641.92,-17.64192
2,8,16,0,-19266.24,-19.26624
2,8,17,0,-20331.072,-20.331072
2,8,18,0,-20764.224,-20.764224
2,8,19,0,-20782.272,-20.782272
2,8,20,0,-20908.608,-20.908608
2,8,21,0,-20971.776,-20.971776
2,8,22,0,-20935.68,-20.93568
2,8,23,0,-20908.608,-20.908608
2,9,0,0,-20917.632,-20.917632
2,9,1,0,-20944.704,-20.944704
2,9,2,0,-20926.656,-20.926656
2,9,3,0,-20953.728,-20.953728
2,9,4,0,-20962.752,-20.962752
2,9,5,0,-20971.776,-20.971776
2,9,6,0,-20962.752,-20.962752
2,9,7,4292.7168,-20520.576,-16.2278592
2,9,8,7514.0592,-19130.88,-11.6168208
2,9,9,17201.0976,-17461.44,-0.2603424
2,9,10,20712.336,-16008.576,4.70376
2,9,11,19730.0736,-15043.008,4.6870656
2,9,12,18447.9888,-14348.16,4.0998288
2,9,13,14879.6736,-14104.512,0.7751616
2,9,14,9770.5104,-14447.424,-4.6769136
2,9,15,145.2864,-15431.04,-15.2857536
2,9,16,0,-16387.584,-16.387584
2,9,17,0,-16685.376,-16.685376
2,9,18,0,-16829.76,-16.82976
2,9,19,0,-16721.472,-16.721472
2,9,20,0,-16631.232,-16.631232
2,9,21,0,-16550.016,-16.550016
2,9,22,0,-16450.752,-16.450752
2,9,23,0,-16315.392,-16.315392
2,10,0,0,-16125.888,-16.125888
2,10,1,0,-16143.936,-16.143936
2,10,2,0,-16098.816,-16.098816
2,10,3,0,-15909.312,-15.909312
2,10,4,0,-16847.808,-16.847808
2,10,5,0,-16270.272,-16.270272
2,10,6,0,-15683.712,-15.683712
2,10,7,596.9376,-14194.752,-13.5978144
2,10,8,895.4064,-12940.416,-12.0450096
2,10,9,3528.6096,-12705.792,-9.1771824
2,10,10,1293.3648,-13328.448,-12.0350832
2,10,11,2709.456,-12687.744,-9.978288
2,10,12,756.2112,-11640.96,-10.8847488
2,10,13,457.7424,-11595.84,-11.1380976
2,10,14,10117.2576,-12137.28,-2.0200224
2,10,15,90.9168,-13120.896,-13.0299792
2,10,16,0,-13779.648,-13.779648
2,10,17,0,-14366.208,-14.366208
2,10,18,0,-14781.312,-14.781312
2,10,19,0,-15449.088,-15.449088
2,10,20,0,-15773.952,-15.773952
2,10,21,0,-15782.976,-15.782976
2,10,22,0,-16026.624,-16.026624
2,10,23,0,-16243.2,-16.2432
2,11,0,0,-16513.92,-16.51392
2,11,1,0,-16920,-16.92
2,11,2,0,-17326.08,-17.32608
2,11,3,0,-17894.592,-17.894592
2,11,4,0,-18066.048,-18.066048
2,11,5,0,-18300.672,-18.300672
2,11,6,0,-18896.256,-18.896256
2,11,7,198.9792,-19130.88,-18.9319008
2,11,8,2861.5104,-18336.768,-15.4752576
2,11,9,1174.0224,-16947.072,-15.7730496
2,11,10,9727.4208,-16369.536,-6.6421152
2,11,11,1651.6176,-15782.976,-14.1313584
2,11,12,1512.1968,-15602.496,-14.0902992
2,11,13,2601.8448,-15376.896,-12.7750512
2,11,14,4091.0304,-15764.928,-11.6738976
2,11,15,145.2864,-16604.16,-16.4588736
2,11,16,0,-17560.704,-17.560704
2,11,17,0,-17975.808,-17.975808
2,11,18,0,-17515.584,-17.515584
2,11,19,0,-17055.36,-17.05536
2,11,20,0,-17569.728,-17.569728
2,11,21,0,-17605.824,-17.605824
2,11,22,0,-17344.128,-17.344128
2,11,23,0,-17253.888,-17.253888
2,12,0,0,-17262.912,-17.262912
2,12,1,0,-17280.96,-17.28096
2,12,2,0,-17479.488,-17.479488
2,12,3,0,-17759.232,-17.759232
2,12,4,0,-17867.52,-17.86752
2,12,5,0,-17912.64,-17.91264
2,12,6,0,-17885.568,-17.885568
2,12,7,1065.96,-17912.64,-16.84668
2,12,8,1611.6864,-17542.656,-15.9309696
2,12,9,2188.7712,-17280.96,-15.0921888
2,12,10,5657.3712,-16820.736,-11.1633648
2,12,11,6295.1424,-16198.08,-9.9029376
2,12,12,3293.5344,-16008.576,-12.7150416
2,12,13,1273.512,-16243.2,-14.969688
2,12,14,1234.7088,-15972.48,-14.7377712
2,12,15,119.3424,-16640.256,-16.5209136
2,12,16,0,-17235.84,-17.23584
2,12,17,0,-17912.64,-17.91264
2,12,18,0,-18138.24,-18.13824
2,12,19,0,-18390.912,-18.390912
2,12,20,0,-18309.696,-18.309696
2,12,21,0,-18174.336,-18.174336
2,12,22,0,-18345.792,-18.345792
2,12,23,0,-18156.288,-18.156288
2,13,0,0,-17849.472,-17.849472
2,13,1,0,-17714.112,-17.714112
2,13,2,0,-17759.232,-17.759232
2,13,3,0,-17993.856,-17.993856
2,13,4,0,-17975.808,-17.975808
2,13,5,0,-17894.592,-17.894592
2,13,6,0,-17795.328,-17.795328
2,13,7,2283.072,-17795.328,-15.512256
2,13,8,3962.8896,-17497.536,-13.5346464
2,13,9,14376.5856,-16865.856,-2.4892704
2,13,10,2827.2192,-16351.488,-13.5242688
2,13,11,1910.3808,-15692.736,-13.7823552
2,13,12,1333.296,-15286.656,-13.95336
2,13,13,9556.6416,-14961.792,-5.4051504
2,13,14,6209.1888,-14979.84,-8.7706512
2,13,15,836.7504,-15494.208,-14.6574576
2,13,16,0,-16315.392,-16.315392
2,13,17,0,-17235.84,-17.23584
2,13,18,0,-17876.544,-17.876544
2,13,19,0,-18472.128,-18.472128
2,13,20,0,-18796.992,-18.796992
2,13,21,0,-18977.472,-18.977472
2,13,22,0,-19112.832,-19.112832
2,13,23,0,-19221.12,-19.22112
2,14,0,0,-19212.096,-19.212096
2,14,1,0,-19067.712,-19.067712
2,14,2,0,-19022.592,-19.022592
2,14,3,0,-18887.232,-18.887232
2,14,4,0,-18878.208,-18.878208
2,14,5,0,-18851.136,-18.851136
2,14,6,0,-18887.232,-18.887232
2,14,7,696.4272,-18842.112,-18.1456848
2,14,8,875.5536,-18589.44,-17.7138864
2,14,9,2149.0656,-18381.888,-16.2328224
2,14,10,2367.8976,-18228.48,-15.8605824
2,14,11,1094.3856,-17551.68,-16.4572944
2,14,12,1293.3648,-17271.936,-15.9785712
2,14,13,1054.68,-17335.104,-16.280424
2,14,14,358.2528,-17371.2,-17.0129472
2,14,15,79.6368,-17407.296,-17.3276592
2,14,16,0,-17759.232,-17.759232
2,14,17,0,-17894.592,-17.894592
2,14,18,0,-18002.88,-18.00288
2,14,19,0,-18463.104,-18.463104
2,14,20,0,-18950.4,-18.9504
2,14,21,0,-19157.952,-19.157952
2,14,22,0,-19545.984,-19.545984
2,14,23,0,-20132.544,-20.132544
2,15,0,0,-20791.296,-20.791296
2,15,1,0,-21224.448,-21.224448
2,15,2,0,-21765.888,-21.765888
2,15,3,0,-22045.632,-22.045632
2,15,4,0,-22505.856,-22.505856
2,15,5,0,-23092.416,-23.092416
2,15,6,0,-23327.04,-23.32704
2,15,7,1895.04,-22478.784,-20.583744
2,15,8,1174.0224,-20565.696,-19.3916736
2,15,9,1353.1488,-19094.784,-17.7416352
2,15,10,2208.8496,-17885.568,-15.6767184
2,15,11,1890.3024,-16920,-15.0296976
2,15,12,2527.848,-16297.344,-13.769496
2,15,13,10445.7312,-16044.672,-5.5989408
2,15,14,3753.0816,-15855.168,-12.1020864
2,15,15,298.4688,-16044.672,-15.7462032
2,15,16,0,-16910.976,-16.910976
2,15,17,0,-17127.552,-17.127552
2,15,18,0,-17091.456,-17.091456
2,15,19,0,-17650.944,-17.650944
2,15,20,0,-18066.048,-18.066048
2,15,21,0,-18408.96,-18.40896
2,15,22,0,-18553.344,-18.553344
2,15,23,0,-18634.56,-18.63456
2,16,0,0,-18769.92,-18.76992
2,16,1,0,-18842.112,-18.842112
2,16,2,0,-18733.824,-18.733824
2,16,3,0,-18445.056,-18.445056
2,16,4,0,-18038.976,-18.038976
2,16,5,0,-17551.68,-17.55168
2,16,6,0,-17136.576,-17.136576
2,16,7,2595.0768,-16288.32,-13.6932432
2,16,8,5278.5888,-15015.936,-9.7373472
2,16,9,12780.24,-13887.936,-1.107696
2,16,10,12694.512,-12931.392,-0.23688
2,16,11,12343.9296,-11568.768,0.7751616
2,16,12,4489.6656,-10377.6,-5.8879344
2,16,13,4930.0368,-9809.088,-4.8790512
2,16,14,2361.5808,-9926.4,-7.5648192
2,16,15,338.1744,-10332.48,-9.9943056
2,16,16,0,-10639.296,-10.639296
2,16,17,0,-10648.32,-10.64832
2,16,18,0,-10684.416,-10.684416
2,16,19,0,-10287.36,-10.28736
2,16,20,0,-10449.792,-10.449792
2,16,21,0,-11189.76,-11.18976
2,16,22,0,-11469.504,-11.469504
2,16,23,0,-11532.672,-11.532672
2,17,0,0,-11550.72,-11.55072
2,17,1,0,-11568.768,-11.568768
2,17,2,0,-11586.816,-11.586816
2,17,3,0,-11568.768,-11.568768
2,17,4,0,-11568.768,-11.568768
2,17,5,0,-11289.024,-11.289024
2,17,6,0,-11027.328,-11.027328
2,17,7,2311.9488,-10377.6,-8.0656512
2,17,8,2905.0512,-10305.408,-7.4003568
2,17,9,10159.4448,-9908.352,0.2510928
2,17,10,10418.6592,-9412.032,1.0066272
2,17,11,11756.016,-8446.464,3.309552
2,17,12,1034.8272,-8256.96,-7.2221328
2,17,13,1969.9392,-8789.376,-6.8194368
2,17,14,1134.3168,-9186.432,-8.0521152
2,17,15,179.1264,-9935.424,-9.7562976
2,17,16,0,-10666.368,-10.666368
2,17,17,0,-11180.736,-11.180736
2,17,18,0,-11415.36,-11.41536
2,17,19,0,-12128.256,-12.128256
2,17,20,0,-12480.192,-12.480192
2,17,21,0,-12777.984,-12.777984
2,17,22,0,-12931.392,-12.931392
2,17,23,0,-13138.944,-13.138944
2,18,0,0,-13409.664,-13.409664
2,18,1,0,-13725.504,-13.725504
2,18,2,0,-14050.368,-14.050368
2,18,3,0,-14167.68,-14.16768
2,18,4,0,-14357.184,-14.357184
2,18,5,0,-14420.352,-14.420352
2,18,6,159.2736,-14609.856,-14.4505824
2,18,7,9556.1904,-14420.352,-4.8641616
2,18,8,3589.9728,-13572.096,-9.9821232
2,18,9,2846.1696,-12985.536,-10.1393664
2,18,10,5499.2256,-12696.768,-7.1975424
2,18,11,2149.0656,-12552.384,-10.4033184
2,18,12,1571.9808,-13382.592,-11.8106112
2,18,13,10957.8432,-13012.608,-2.0547648
2,18,14,9786.9792,-13274.304,-3.4873248
2,18,15,1396.6896,-13761.6,-12.3649104
2,18,16,0,-14727.168,-14.727168
2,18,17,0,-14889.6,-14.8896
2,18,18,0,-15449.088,-15.449088
2,18,19,0,-15656.64,-15.65664
2,18,20,0,-16161.984,-16.161984
2,18,21,0,-16595.136,-16.595136
2,18,22,0,-16974.144,-16.974144
2,18,23,0,-17235.84,-17.23584
2,19,0,0,-17389.248,-17.389248
2,19,1,0,-17533.632,-17.533632
2,19,2,0,-17741.184,-17.741184
2,19,3,0,-17966.784,-17.966784
2,19,4,0,-18210.432,-18.210432
2,19,5,0,-18517.248,-18.517248
2,19,6,159.2736,-18815.04,-18.6557664
2,19,7,6941.4864,-18002.88,-11.0613936
2,19,8,8228.3088,-16613.184,-8.3848752
2,19,9,5836.0464,-15295.68,-9.4596336
2,19,10,7718.904,-14275.968,-6.557064
2,19,11,15295.68,-13644.288,1.651392
2,19,12,12294.5232,-13156.992,-0.8624688
2,19,13,15863.9664,-12552.384,3.3115824
2,19,14,11060.7168,-12579.456,-1.5187392
2,19,15,4273.992,-13021.632,-8.74764
2,19,16,0,-14266.944,-14.266944
2,19,17,0,-14889.6,-14.8896
2,19,18,0,-15440.064,-15.440064
2,19,19,0,-15864.192,-15.864192
2,19,20,0,-16324.416,-16.324416
2,19,21,0,-16559.04,-16.55904
2,19,22,0,-16685.376,-16.685376
2,19,23,0,-16820.736,-16.820736
2,20,0,0,-16929.024,-16.929024
2,20,1,0,-17127.552,-17.127552
2,20,2,0,-17253.888,-17.253888
2,20,3,0,-17389.248,-17.389248
2,20,4,0,-17614.848,-17.614848
2,20,5,0,-17741.184,-17.741184
2,20,6,139.1952,-17705.088,-17.5658928
2,20,7,736.3584,-18300.672,-17.5643136
2,20,8,3315.4176,-17668.992,-14.3535744
2,20,9,2962.8048,-17136.576,-14.1737712
2,20,10,3495.2208,-16586.112,-13.0908912
2,20,11,1213.728,-16161.984,-14.948256
2,20,12,1313.2176,-15855.168,-14.5419504
2,20,13,2853.6144,-15593.472,-12.7398576
2,20,14,4178.5632,-15394.944,-11.2163808
2,20,15,1210.5696,-15530.304,-14.3197344
2,20,16,0,-16080.768,-16.080768
2,20,17,0,-16703.424,-16.703424
2,20,18,0,-16956.096,-16.956096
2,20,19,0,-18011.904,-18.011904
2,20,20,0,-18535.296,-18.535296
2,20,21,0,-18733.824,-18.733824
2,20,22,0,-18905.28,-18.90528
2,20,23,0,-19040.64,-19.04064
2,21,0,0,-19130.88,-19.13088
2,21,1,0,-19121.856,-19.121856
2,21,2,0,-18977.472,-18.977472
2,21,3,0,-18760.896,-18.760896
2,21,4,0,-18372.864,-18.372864
2,21,5,0,-17912.64,-17.91264
2,21,6,159.2736,-17659.968,-17.5006944
2,21,7,875.5536,-17569.728,-16.6941744
2,21,8,1751.1072,-17046.336,-15.2952288
2,21,9,1333.296,-16938.048,-15.604752
2,21,10,2129.2128,-17118.528,-14.9893152
2,21,11,2069.4288,-16613.184,-14.5437552
2,21,12,2188.7712,-16369.536,-14.1807648
2,21,13,2930.544,-16080.768,-13.150224
2,21,14,8929.6992,-15467.136,-6.5374368
2,21,15,218.832,-15313.728,-15.094896
2,21,16,0,-15819.072,-15.819072
2,21,17,0,-16495.872,-16.495872
2,21,18,0,-16820.736,-16.820736
2,21,19,0,-17569.728,-17.569728
2,21,20,0,-18057.024,-18.057024
2,21,21,0,-18508.224,-18.508224
2,21,22,0,-18914.304,-18.914304
2,21,23,0,-19365.504,-19.365504
2,22,0,0,-19500.864,-19.500864
2,22,1,0,-19807.68,-19.80768
2,22,2,0,-19979.136,-19.979136
2,22,3,0,-20015.232,-20.015232
2,22,4,0,-20177.664,-20.177664
2,22,5,0,-20276.928,-20.276928
2,22,6,491.3568,-20204.736,-19.7133792
2,22,7,9189.816,-18607.488,-9.417672
2,22,8,11671.416,-17181.696,-5.51028
2,22,9,14656.7808,-15602.496,-0.9457152
2,22,10,2960.0976,-14718.144,-11.7580464
2,22,11,5565.1008,-14339.136,-8.7740352
2,22,12,9327.432,-14230.848,-4.903416
2,22,13,5599.8432,-13554.048,-7.9542048
2,22,14,4125.096,-13102.848,-8.977752
2,22,15,881.4192,-12913.344,-12.0319248
2,22,16,0,-12877.248,-12.877248
2,22,17,0,-12633.6,-12.6336
2,22,18,0,-11911.68,-11.91168
2,22,19,0,-10774.656,-10.774656
2,22,20,0,-10585.152,-10.585152
2,22,21,0,-10675.392,-10.675392
2,22,22,0,-10567.104,-10.567104
2,22,23,0,-11090.496,-11.090496
2,23,0,0,-12101.184,-12.101184
2,23,1,0,-13012.608,-13.012608
2,23,2,0,-13743.552,-13.743552
2,23,3,0,-14113.536,-14.113536
2,23,4,0,-14375.232,-14.375232
2,23,5,0,-14880.576,-14.880576
2,23,6,179.1264,-15286.656,-15.1075296
2,23,7,2670.4272,-14889.6,-12.2191728
2,23,8,855.7008,-14483.52,-13.6278192
2,23,9,7757.256,-13815.744,-6.058488
2,23,10,6300.3312,-13265.28,-6.9649488
2,23,11,4132.5408,-13689.408,-9.5568672
2,23,12,6167.6784,-13400.64,-7.2329616
2,23,13,4093.0608,-13707.456,-9.6143952
2,23,14,1233.8064,-14050.368,-12.8165616
2,23,15,378.1056,-14799.36,-14.4212544
2,23,16,0,-15259.584,-15.259584
2,23,17,0,-15539.328,-15.539328
2,23,18,0,-15737.856,-15.737856
2,23,19,0,-16838.784,-16.838784
2,23,20,0,-17100.48,-17.10048
2,23,21,0,-17145.6,-17.1456
2,23,22,0,-17208.768,-17.208768
2,23,23,0,-17876.544,-17.876544
2,24,0,0,-18427.008,-18.427008
2,24,1,0,-18535.296,-18.535296
2,24,2,0,-18697.728,-18.697728
2,24,3,0,-18011.904,-18.011904
2,24,4,0,-17353.152,-17.353152
2,24,5,0,-17461.44,-17.46144
