m,d,h,Qsolar [W},Qcond [W],Q net [kW]
3,5,16,0,-13409.664,-13.409664
3,5,17,0,-14411.328,-14.411328
3,5,18,0,-15187.392,-15.187392
3,5,19,0,-15422.016,-15.422016
3,5,20,0,-15846.144,-15.846144
3,5,21,0,-16297.344,-16.297344
3,5,22,0,-16910.976,-16.910976
3,5,23,0,-17479.488,-17.479488
3,6,0,0,-17921.664,-17.921664
3,6,1,0,-18381.888,-18.381888
3,6,2,0,-18643.584,-18.643584
3,6,3,0,-18824.064,-18.824064
3,6,4,0,-18842.112,-18.842112
3,6,5,0,-18661.632,-18.661632
3,6,6,338.1744,-18246.528,-17.9083536
3,6,7,1512.1968,-17317.056,-15.8048592
3,6,8,4266.7728,-16261.248,-11.9944752
3,6,9,6693.552,-15277.632,-8.58408
3,6,10,4097.7984,-14284.992,-10.1871936
3,6,11,4347.5376,-13734.528,-9.3869904
3,6,12,1174.0224,-13887.936,-12.7139136
3,6,13,5649.2496,-14185.728,-8.5364784
3,6,14,4976.736,-14348.16,-9.371424
3,6,15,1378.416,-14447.424,-13.069008
3,6,16,0,-14664,-14.664
3,6,17,0,-14979.84,-14.97984
3,6,18,0,-15223.488,-15.223488
3,6,19,0,-15629.568,-15.629568
3,6,20,0,-15692.736,-15.692736
3,6,21,0,-15728.832,-15.728832
3,6,22,0,-15782.976,-15.782976
3,6,23,0,-15701.76,-15.70176
3,7,0,0,-15602.496,-15.602496
3,7,1,0,-15701.76,-15.70176
3,7,2,0,-15963.456,-15.963456
3,7,3,0,-16216.128,-16.216128
3,7,4,0,-16486.848,-16.486848
3,7,5,0,-16811.712,-16.811712
3,7,6,1269.6768,-16721.472,-15.4517952
3,7,7,8512.3392,-15936.384,-7.4240448
3,7,8,15589.6368,-14664,0.9256368
3,7,9,11976.2016,-13436.736,-1.4605344
3,7,10,3630.1296,-12254.592,-8.6244624
3,7,11,3857.76,-11848.512,-7.990752
3,7,12,955.1904,-12010.944,-11.0557536
3,7,13,1591.8336,-12398.976,-10.8071424
3,7,14,2121.5424,-13075.776,-10.9542336
3,7,15,1920.0816,-13328.448,-11.4083664
3,7,16,0,-14059.392,-14.059392
3,7,17,0,-15160.32,-15.16032
3,7,18,0,-15855.168,-15.855168
3,7,19,0,-15593.472,-15.593472
3,7,20,0,-15629.568,-15.629568
3,7,21,0,-15638.592,-15.638592
3,7,22,0,-15656.64,-15.65664
3,7,23,0,-15692.736,-15.692736
3,8,0,0,-15746.88,-15.74688
3,8,1,0,-15873.216,-15.873216
3,8,2,0,-16017.6,-16.0176
3,8,3,0,-16207.104,-16.207104
3,8,4,0,-16387.584,-16.387584
3,8,5,0,-16577.088,-16.577088
3,8,6,795.9168,-16694.4,-15.8984832
3,8,7,3149.1504,-16486.848,-13.3376976
3,8,8,2735.6256,-16261.248,-13.5256224
3,8,9,4226.1648,-15927.36,-11.7011952
3,8,10,2487.24,-15070.08,-12.58284
3,8,11,2686.2192,-14492.544,-11.8063248
3,8,12,3163.8144,-14203.776,-11.0399616
3,8,13,2566.8768,-13951.104,-11.3842272
3,8,14,1074.5328,-14131.584,-13.0570512
3,8,15,756.2112,-14312.064,-13.5558528
3,8,16,0,-14727.168,-14.727168
3,8,17,0,-15422.016,-15.422016
3,8,18,0,-16089.792,-16.089792
3,8,19,0,-17010.24,-17.01024
3,8,20,0,-17479.488,-17.479488
3,8,21,0,-17380.224,-17.380224
3,8,22,0,-17461.44,-17.46144
3,8,23,0,-17407.296,-17.407296
3,9,0,0,-17452.416,-17.452416
3,9,1,0,-17398.272,-17.398272
3,9,2,0,-17587.776,-17.587776
3,9,3,0,-17632.896,-17.632896
3,9,4,0,-17966.784,-17.966784
3,9,5,0,-18219.456,-18.219456
3,9,6,5077.5792,-18111.168,-13.0335888
3,9,7,11298.048,-17226.816,-5.928768
3,9,8,15946.0848,-15692.736,0.2533488
3,9,9,20704.6656,-14492.544,6.2121216
3,9,10,15745.752,-13301.376,2.444376
3,9,11,9950.7648,-12453.12,-2.5023552
3,9,12,1293.3648,-11812.416,-10.5190512
3,9,13,4822.8768,-11920.704,-7.0978272
3,9,14,5184.288,-12001.92,-6.817632
3,9,15,2069.6544,-12245.568,-10.1759136
3,9,16,0,-12994.56,-12.99456
3,9,17,0,-14429.376,-14.429376
3,9,18,0,-15521.28,-15.52128
3,9,19,0,-15151.296,-15.151296
3,9,20,0,-15918.336,-15.918336
3,9,21,0,-16586.112,-16.586112
3,9,22,0,-17136.576,-17.136576
3,9,23,0,-17416.32,-17.41632
3,10,0,0,-17461.44,-17.46144
3,10,1,0,-17443.392,-17.443392
3,10,2,0,-17317.056,-17.317056
3,10,3,0,-17190.72,-17.19072
3,10,4,0,-17470.464,-17.470464
3,10,5,0,-17244.864,-17.244864
3,10,6,218.832,-16613.184,-16.394352
3,10,7,3150.7296,-15151.296,-12.0005664
3,10,8,4442.9664,-13752.576,-9.3096096
3,10,9,5364.9936,-12814.08,-7.4490864
3,10,10,3827.7552,-11785.344,-7.9575888
3,10,11,11594.9376,-11171.712,0.4232256
3,10,12,1333.296,-10603.2,-9.269904
3,10,13,2487.24,-10476.864,-7.989624
3,10,14,517.3008,-10549.056,-10.0317552
3,10,15,5667.7488,-10828.8,-5.1610512
3,10,16,0,-12010.944,-12.010944
3,10,17,0,-13120.896,-13.120896
3,10,18,0,-13951.104,-13.951104
3,10,19,0,-14068.416,-14.068416
3,10,20,0,-14239.872,-14.239872
3,10,21,0,-14149.632,-14.149632
3,10,22,0,-13770.624,-13.770624
3,10,23,0,-13373.568,-13.373568
3,11,0,0,-13716.48,-13.71648
3,11,1,0,-14465.472,-14.465472
3,11,2,0,-14402.304,-14.402304
3,11,3,0,-14095.488,-14.095488
3,11,4,0,-13698.432,-13.698432
3,11,5,0,-13175.04,-13.17504
3,11,6,417.8112,-12525.312,-12.1075008
3,11,7,2418.6576,-11857.536,-9.4388784
3,11,8,2566.8768,-11090.496,-8.5236192
3,11,9,4564.1136,-10991.232,-6.4271184
3,11,10,3906.9408,-10666.368,-6.7594272
3,11,11,16638.2256,-9718.848,6.9193776
3,11,12,3143.9616,-9709.824,-6.5658624
3,11,13,5322.1296,-9890.304,-4.5681744
3,11,14,11649.5328,-9980.544,1.6689888
3,11,15,835.848,-10305.408,-9.46956
3,11,16,181.608,-11108.544,-10.926936
3,11,17,0,-11956.8,-11.9568
3,11,18,0,-12380.928,-12.380928
3,11,19,0,-12949.44,-12.94944
3,11,20,0,-13581.12,-13.58112
3,11,21,0,-14275.968,-14.275968
3,11,22,0,-14979.84,-14.97984
3,11,23,0,-15566.4,-15.5664
3,12,0,0,-15972.48,-15.97248
3,12,1,0,-16225.152,-16.225152
3,12,2,0,-16234.176,-16.234176
3,12,3,0,-16080.768,-16.080768
3,12,4,0,-15773.952,-15.773952
3,12,5,0,-15133.248,-15.133248
3,12,6,4264.7424,-14005.248,-9.7405056
3,12,7,3441.7536,-12146.304,-8.7045504
3,12,8,5820.2544,-10206.144,-4.3858896
3,12,9,4155.552,-9547.392,-5.39184
3,12,10,6851.0208,-8825.472,-1.9744512
3,12,11,9868.4208,-7291.392,2.5770288
3,12,12,3528.384,-6379.968,-2.851584
3,12,13,7266.3504,-6885.312,0.3810384
3,12,14,11901.528,-6560.448,5.34108
3,12,15,397.9584,-7616.256,-7.2182976
3,12,16,90.9168,-9718.848,-9.6279312
3,12,17,0,-11514.624,-11.514624
3,12,18,0,-12254.592,-12.254592
3,12,19,0,-13102.848,-13.102848
3,12,20,0,-13933.056,-13.933056
3,12,21,0,-14564.736,-14.564736
3,12,22,0,-15097.152,-15.097152
3,12,23,0,-15566.4,-15.5664
3,13,0,0,-15954.432,-15.954432
3,13,1,0,-16333.44,-16.33344
3,13,2,0,-16712.448,-16.712448
3,13,3,0,-17019.264,-17.019264
3,13,4,0,-17244.864,-17.244864
3,13,5,0,-17416.32,-17.41632
3,13,6,2282.8464,-16739.52,-14.4566736
3,13,7,12457.632,-15548.352,-3.09072
3,13,8,16756.8912,-13887.936,2.8689552
3,13,9,15653.4816,-13039.68,2.6138016
3,13,10,18248.3328,-12669.696,5.5786368
3,13,11,8811.0336,-11992.896,-3.1818624
3,13,12,10082.064,-11478.528,-1.396464
3,13,13,13558.1088,-11451.456,2.1066528
3,13,14,9762.84,-11974.848,-2.212008
3,13,15,6364.4016,-12290.688,-5.9262864
3,13,16,236.2032,-13382.592,-13.1463888
3,13,17,0,-14185.728,-14.185728
3,13,18,0,-14348.16,-14.34816
3,13,19,0,-14447.424,-14.447424
3,13,20,0,-14700.096,-14.700096
3,13,21,0,-15079.104,-15.079104
3,13,22,0,-15575.424,-15.575424
3,13,23,0,-15999.552,-15.999552
3,14,0,0,-16279.296,-16.279296
3,14,1,0,-16775.616,-16.775616
3,14,2,0,-17362.176,-17.362176
3,14,3,0,-18372.864,-18.372864
3,14,4,0,-19176,-19.176
3,14,5,0,-19816.704,-19.816704
3,14,6,2425.4256,-19780.608,-17.3551824
3,14,7,5213.616,-18643.584,-13.429968
3,14,8,8809.4544,-17849.472,-9.0400176
3,14,9,2348.0448,-16811.712,-14.4636672
3,14,10,14572.4064,-16297.344,-1.7249376
3,14,11,8131.3008,-16089.792,-7.9584912
3,14,12,2925.1296,-15873.216,-12.9480864
3,14,13,5253.5472,-16017.6,-10.7640528
3,14,14,2648.7696,-16459.776,-13.8110064
3,14,15,6344.3232,-17019.264,-10.6749408
3,14,16,436.0848,-17768.256,-17.3321712
3,14,17,0,-18742.848,-18.742848
3,14,18,0,-19582.08,-19.58208
3,14,19,0,-20646.912,-20.646912
3,14,20,0,-21341.76,-21.34176
3,14,21,0,-21946.368,-21.946368
3,14,22,0,-22713.408,-22.713408
3,14,23,0,-23480.448,-23.480448
3,15,0,0,-23254.848,-23.254848
3,15,1,0,-21874.176,-21.874176
3,15,2,0,-22036.608,-22.036608
3,15,3,0,-22334.4,-22.3344
3,15,4,0,-22758.528,-22.758528
3,15,5,159.2736,-23308.992,-23.1497184
3,15,6,6943.5168,-23074.368,-16.1308512
3,15,7,13230.0864,-20746.176,-7.5160896
3,15,8,17800.968,-19356.48,-1.555512
3,15,9,21665.0448,-18336.768,3.3282768
3,15,10,24652.8912,-17380.224,7.2726672
3,15,11,23542.2624,-16531.968,7.0102944
3,15,12,23206.1184,-15864.192,7.3419264
3,15,13,19409.9472,-15431.04,3.9789072
3,15,14,13812.5856,-15322.752,-1.5101664
3,15,15,7861.4832,-15782.976,-7.9214928
3,15,16,507.1488,-17353.152,-16.8460032
3,15,17,0,-19040.64,-19.04064
3,15,18,0,-19726.464,-19.726464
3,15,19,0,-19780.608,-19.780608
3,15,20,0,-20123.52,-20.12352
3,15,21,0,-20267.904,-20.267904
3,15,22,0,-20322.048,-20.322048
3,15,23,0,-20520.576,-20.520576
3,16,0,0,-20628.864,-20.628864
3,16,1,0,-20719.104,-20.719104
3,16,2,0,-20746.176,-20.746176
3,16,3,0,-20800.32,-20.80032
3,16,4,0,-20890.56,-20.89056
3,16,5,159.2736,-21062.016,-20.9027424
3,16,6,3159.528,-20475.456,-17.315928
3,16,7,6868.8432,-18806.016,-11.9371728
3,16,8,15104.3712,-16522.944,-1.4185728
3,16,9,19631.712,-14501.568,5.130144
3,16,10,23106.1776,-13039.68,10.0664976
3,16,11,21884.5536,-12038.016,9.8465376
3,16,12,20919.6624,-11180.736,9.7389264
3,16,13,16559.2656,-10422.72,6.1365456
3,16,14,12241.5072,-9989.568,2.2519392
3,16,15,7131.216,-10350.528,-3.219312
3,16,16,238.6848,-11424.384,-11.1856992
3,16,17,0,-13066.752,-13.066752
3,16,18,0,-13707.456,-13.707456
3,16,19,0,-13942.08,-13.94208
3,16,20,0,-14573.76,-14.57376
3,16,21,0,-15070.08,-15.07008
3,16,22,0,-15043.008,-15.043008
3,16,23,0,-15674.688,-15.674688
3,17,0,0,-16035.648,-16.035648
3,17,1,0,-16450.752,-16.450752
3,17,2,0,-16640.256,-16.640256
3,17,3,0,-17344.128,-17.344128
3,17,4,0,-18219.456,-18.219456
3,17,5,198.9792,-19329.408,-19.1304288
3,17,6,6019.9104,-18652.608,-12.6326976
3,17,7,12008.0112,-15954.432,-3.9464208
3,17,8,16600.3248,-13770.624,2.8297008
3,17,9,20908.608,-12083.136,8.825472
3,17,10,22773.192,-10711.488,12.061704
3,17,11,23258.0064,-9818.112,13.4398944
3,17,12,21446.664,-9159.36,12.287304
3,17,13,17444.52,-8906.688,8.537832
3,17,14,13113.4512,-8951.808,4.1616432
3,17,15,6939.2304,-9213.504,-2.2742736
3,17,16,464.9616,-10260.288,-9.7953264
3,17,17,0,-11487.552,-11.487552
3,17,18,0,-13102.848,-13.102848
3,17,19,0,-12272.64,-12.27264
3,17,20,0,-13292.352,-13.292352
3,17,21,0,-15909.312,-15.909312
3,17,22,0,-15936.384,-15.936384
3,17,23,0,-15241.536,-15.241536
3,18,0,0,-15106.176,-15.106176
3,18,1,0,-14853.504,-14.853504
3,18,2,0,-14519.616,-14.519616
3,18,3,0,-14294.016,-14.294016
3,18,4,0,-14420.352,-14.420352
3,18,5,258.7632,-14673.024,-14.4142608
3,18,6,2677.872,-14420.352,-11.74248
3,18,7,11138.0976,-12994.56,-1.8564624
3,18,8,15199.1232,-11496.576,3.7025472
3,18,9,19902.8832,-9213.504,10.6893792
3,18,10,22194.9792,-8040.384,14.1545952
3,18,11,22137.2256,-7886.976,14.2502496
3,18,12,20028.0912,-7165.056,12.8630352
3,18,13,16037.904,-6560.448,9.477456
3,18,14,9643.7232,-6289.728,3.3539952
3,18,15,4365.8112,-6551.424,-2.1856128
3,18,16,358.2528,-7643.328,-7.2850752
3,18,17,0,-9204.48,-9.20448
3,18,18,0,-10088.832,-10.088832
3,18,19,0,-10025.664,-10.025664
3,18,20,0,-10431.744,-10.431744
3,18,21,0,-10928.064,-10.928064
3,18,22,0,-11451.456,-11.451456
3,18,23,0,-12092.16,-12.09216
3,19,0,0,-12687.744,-12.687744
3,19,1,0,-13247.232,-13.247232
3,19,2,0,-13725.504,-13.725504
3,19,3,0,-14014.272,-14.014272
3,19,4,0,-14384.256,-14.384256
3,19,5,258.7632,-14348.16,-14.0893968
3,19,6,1920.3072,-13590.144,-11.6698368
3,19,7,4226.3904,-11956.8,-7.7304096
3,19,8,3430.248,-10314.432,-6.884184
3,19,9,3064.3248,-8672.064,-5.6077392
3,19,10,2964.8352,-7480.896,-4.5160608
3,19,11,4345.2816,-6849.216,-2.5039344
3,19,12,2626.6608,-7038.72,-4.4120592
3,19,13,3187.0512,-7580.16,-4.3931088
3,19,14,4567.9488,-8166.72,-3.5987712
3,19,15,736.3584,-8942.784,-8.2064256
3,19,16,179.1264,-9782.016,-9.6028896
3,19,17,0,-10639.296,-10.639296
3,19,18,0,-11280,-11.28
3,19,19,0,-11559.744,-11.559744
3,19,20,0,-12010.944,-12.010944
3,19,21,0,-12498.24,-12.49824
3,19,22,0,-13066.752,-13.066752
3,19,23,0,-13608.192,-13.608192
3,20,0,0,-14266.944,-14.266944
3,20,1,0,-14826.432,-14.826432
3,20,2,0,-15458.112,-15.458112
3,20,3,0,-15746.88,-15.74688
3,20,4,0,-16261.248,-16.261248
3,20,5,552.9456,-16513.92,-15.9609744
3,20,6,6317.2512,-15927.36,-9.6101088
3,20,7,9523.9296,-14465.472,-4.9415424
3,20,8,10645.1616,-13427.712,-2.7825504
3,20,9,7334.9328,-12588.48,-5.2535472
3,20,10,5122.248,-11929.728,-6.80748
3,20,11,3303.2352,-12047.04,-8.7438048
3,20,12,2507.3184,-11965.824,-9.4585056
3,20,13,2805.7872,-11983.872,-9.1780848
3,20,14,1830.744,-11938.752,-10.108008
3,20,15,1475.1984,-12227.52,-10.7523216
3,20,16,278.616,-12444.096,-12.16548
3,20,17,0,-12976.512,-12.976512
3,20,18,0,-13572.096,-13.572096
3,20,19,0,-14943.744,-14.943744
3,20,20,0,-15196.416,-15.196416
3,20,21,0,-15259.584,-15.259584
3,20,22,0,-15403.968,-15.403968
3,20,23,0,-15629.568,-15.629568
3,21,0,0,-15945.408,-15.945408
3,21,1,0,-16360.512,-16.360512
3,21,2,0,-16784.64,-16.78464
3,21,3,0,-17172.672,-17.172672
3,21,4,0,-17515.584,-17.515584
3,21,5,338.1744,-17497.536,-17.1593616
3,21,6,2947.464,-17416.32,-14.468856
3,21,7,6348.384,-17398.272,-11.049888
3,21,8,6818.9856,-16956.096,-10.1371104
3,21,9,11053.272,-16577.088,-5.523816
3,21,10,12261.36,-15773.952,-3.512592
3,21,11,8518.2048,-15133.248,-6.6150432
3,21,12,4164.8016,-14618.88,-10.4540784
3,21,13,1930.2336,-14745.216,-12.8149824
3,21,14,1193.8752,-15033.984,-13.8401088
3,21,15,1333.296,-15710.784,-14.377488
3,21,16,338.1744,-16568.064,-16.2298896
3,21,17,0,-17488.512,-17.488512
3,21,18,0,-18183.36,-18.18336
3,21,19,0,-18806.016,-18.806016
3,21,20,0,-19627.2,-19.6272
3,21,21,0,-20240.832,-20.240832
3,21,22,0,-20719.104,-20.719104
3,21,23,0,-21098.112,-21.098112
3,22,0,0,-21233.472,-21.233472
3,22,1,0,-21558.336,-21.558336
3,22,2,0,-21657.6,-21.6576
3,22,3,0,-21621.504,-21.621504
3,22,4,0,-21486.144,-21.486144
3,22,5,358.2528,-21648.576,-21.2903232
3,22,6,7445.2512,-21450.048,-14.0047968
3,22,7,13453.8816,-21125.184,-7.6713024
3,22,8,18004.4592,-20367.168,-2.3627088
3,22,9,9142.2144,-19735.488,-10.5932736
3,22,10,11174.8704,-19248.192,-8.0733216
3,22,11,3840.3888,-18688.704,-14.8483152
3,22,12,5121.7968,-17876.544,-12.7547472
3,22,13,9378.8688,-17452.416,-8.0735472
3,22,14,10714.1952,-17443.392,-6.7291968
3,22,15,7083.3888,-17723.136,-10.6397472
3,22,16,850.7376,-18436.032,-17.5852944
3,22,17,0,-19473.792,-19.473792
3,22,18,0,-20276.928,-20.276928
3,22,19,0,-20069.376,-20.069376
3,22,20,0,-20322.048,-20.322048
3,22,21,0,-20538.624,-20.538624
3,22,22,0,-20773.248,-20.773248
3,22,23,0,-20989.824,-20.989824
3,23,0,0,-21386.88,-21.38688
3,23,1,0,-21801.984,-21.801984
3,23,2,0,-22244.16,-22.24416
3,23,3,0,-22550.976,-22.550976
3,23,4,0,-22785.6,-22.7856
3,23,5,827.0496,-22902.912,-22.0758624
3,23,6,7607.9088,-22099.776,-14.4918672
3,23,7,13660.08,-21071.04,-7.41096
3,23,8,18513.6384,-19879.872,-1.3662336
3,23,9,21416.208,-18715.776,2.700432
3,23,10,24101.0736,-17777.28,6.3237936
3,23,11,24365.7024,-17425.344,6.9403584
3,23,12,22951.1904,-17235.84,5.7153504
3,23,13,19215.0288,-17317.056,1.8979728
3,23,14,14235.8112,-17434.368,-3.1985568
3,23,15,8163.5616,-17723.136,-9.5595744
3,23,16,2071.4592,-18273.6,-16.2021408
3,23,17,0,-19536.96,-19.53696
3,23,18,0,-20376.192,-20.376192
3,23,19,0,-20944.704,-20.944704
3,23,20,0,-21702.72,-21.70272
3,23,21,0,-22424.64,-22.42464
3,23,22,0,-23047.296,-23.047296
3,23,23,0,-23489.472,-23.489472
3,24,0,0,-23787.264,-23.787264
3,24,1,0,-23994.816,-23.994816
3,24,2,0,-24238.464,-24.238464
3,24,3,0,-24418.944,-24.418944
3,24,4,0,-24527.232,-24.527232
3,24,5,876.6816,-24446.016,-23.5693344
3,24,6,7496.9136,-21982.464,-14.4855504
3,24,7,13585.8576,-19744.512,-6.1586544
3,24,8,18493.3344,-18282.624,0.2107104
3,24,9,22245.5136,-17569.728,4.6757856
3,24,10,24406.9872,-16983.168,7.4238192
3,24,11,24100.848,-16504.896,7.595952
3,24,12,22545.7872,-16134.912,6.4108752
3,24,13,19155.2448,-15954.432,3.2008128
3,24,14,13886.808,-16017.6,-2.130792
3,24,15,8238.6864,-16342.464,-8.1037776
3,24,16,2162.376,-17443.392,-15.281016
3,24,17,0,-18968.448,-18.968448
3,24,18,0,-20105.472,-20.105472
3,24,19,0,-20791.296,-20.791296
3,24,20,0,-21982.464,-21.982464
3,24,21,0,-22776.576,-22.776576
3,24,22,0,-23173.632,-23.173632
3,24,23,0,-23408.256,-23.408256
3,25,0,0,-23669.952,-23.669952
3,25,1,0,-23733.12,-23.73312
3,25,2,0,-23769.216,-23.769216
3,25,3,0,-23841.408,-23.841408
3,25,4,0,-24012.864,-24.012864
3,25,5,953.16,-23841.408,-22.888248
3,25,6,7585.3488,-21404.928,-13.8195792
3,25,7,13572.096,-18959.424,-5.387328
3,25,8,18308.568,-17371.2,0.937368
3,25,9,21981.7872,-16459.776,5.5220112
3,25,10,23949.9216,-15927.36,8.0225616
3,25,11,23791.0992,-15349.824,8.4412752
3,25,12,22283.4144,-14889.6,7.3938144
3,25,13,18759.0912,-14691.072,4.0680192
3,25,14,13693.4688,-14745.216,-1.0517472
3,25,15,7701.3072,-15133.248,-7.4319408
3,25,16,2195.088,-16180.032,-13.984944
3,25,17,0,-18029.952,-18.029952
3,25,18,0,-19212.096,-19.212096
3,25,19,0,-19221.12,-19.22112
3,25,20,0,-19870.848,-19.870848
3,25,21,0,-20285.952,-20.285952
3,25,22,0,-20556.672,-20.556672
3,25,23,0,-20746.176,-20.746176
3,26,0,0,-20872.512,-20.872512
3,26,1,0,-20926.656,-20.926656
3,26,2,0,-20971.776,-20.971776
3,26,3,0,-21025.92,-21.02592
3,26,4,0,-21098.112,-21.098112
3,26,5,497.448,-21034.944,-20.537496
3,26,6,3945.0672,-19915.968,-15.9709008
3,26,7,3851.8944,-17885.568,-14.0336736
3,26,8,13020.0528,-16333.44,-3.3133872
3,26,9,10466.9376,-14916.672,-4.4497344
3,26,10,21567.5856,-13626.24,7.9413456
3,26,11,22829.8176,-12489.216,10.3406016
3,26,12,21330.9312,-11559.744,9.7711872
3,26,13,17518.7424,-11018.304,6.5004384
3,26,14,12412.9632,-10910.016,1.5029472
3,26,15,7360.2,-11225.856,-3.865656
3,26,16,1874.2848,-12101.184,-10.2268992
3,26,17,0,-13445.76,-13.44576
3,26,18,0,-14411.328,-14.411328
3,26,19,0,-14664,-14.664
3,26,20,0,-15449.088,-15.449088
3,26,21,0,-16080.768,-16.080768
3,26,22,0,-16540.992,-16.540992
3,26,23,0,-16938.048,-16.938048
3,27,0,0,-17289.984,-17.289984
3,27,1,0,-17551.68,-17.55168
3,27,2,0,-17849.472,-17.849472
3,27,3,0,-18228.48,-18.22848
3,27,4,0,-18616.512,-18.616512
3,27,5,965.1168,-18815.04,-17.8499232
3,27,6,6975.7776,-17858.496,-10.8827184
3,27,7,12952.5984,-15566.4,-2.6138016
3,27,8,17820.8208,-13608.192,4.2126288
3,27,9,21731.3712,-11758.272,9.9730992
3,27,10,23958.9456,-10224.192,13.7347536
3,27,11,23808.696,-9141.312,14.667384
3,27,12,22429.8288,-8473.536,13.9562928
3,27,13,18619.896,-8112.576,10.50732
3,27,14,13599.168,-8103.552,5.495616
3,27,15,7599.5616,-8473.536,-0.8739744
3,27,16,2205.6912,-9673.728,-7.4680368
3,27,17,0,-11595.84,-11.59584
3,27,18,0,-12895.296,-12.895296
3,27,19,0,-13355.52,-13.35552
3,27,20,0,-14230.848,-14.230848
3,27,21,0,-15006.912,-15.006912
3,27,22,0,-15737.856,-15.737856
3,27,23,0,-16522.944,-16.522944
3,28,0,0,-17389.248,-17.389248
3,28,1,0,-18327.744,-18.327744
3,28,2,0,-19212.096,-19.212096
3,28,3,0,-19988.16,-19.98816
3,28,4,0,-20619.84,-20.61984
3,28,5,950.2272,-20800.32,-19.8500928
3,28,6,6501.3408,-18183.36,-11.6820192
3,28,7,12187.8144,-14339.136,-2.1513216
3,28,8,17096.8704,-11857.536,5.2393344
3,28,9,20866.872,-9664.704,11.202168
3,28,10,23060.1552,-7868.928,15.1912272
3,28,11,23246.952,-6668.736,16.578216
3,28,12,22342.296,-6091.2,16.251096
3,28,13,18147.7152,-5910.72,12.2369952
3,28,14,13229.8608,-5982.912,7.2469488
3,28,15,7186.488,-6316.8,0.869688
3,28,16,2114.3232,-7291.392,-5.1770688
3,28,17,0,-9231.552,-9.231552
3,28,18,0,-11523.648,-11.523648
3,28,19,0,-12579.456,-12.579456
3,28,20,0,-13373.568,-13.373568
3,28,21,0,-13869.888,-13.869888
3,28,22,0,-13761.6,-13.7616
3,28,23,0,-13761.6,-13.7616
3,29,0,0,-14348.16,-14.34816
3,29,1,0,-15476.16,-15.47616
3,29,2,0,-16892.928,-16.892928
3,29,3,0,-17443.392,-17.443392
3,29,4,0,-18002.88,-18.00288
3,29,5,318.3216,-17822.4,-17.5040784
3,29,6,3622.9104,-15431.04,-11.8081296
3,29,7,5194.6656,-13084.8,-7.8901344
3,29,8,8680.4112,-11424.384,-2.7439728
3,29,9,16350.8112,-10025.664,6.3251472
3,29,10,19838.136,-9177.408,10.660728
3,29,11,16662.1392,-8960.832,7.7013072
3,29,12,10363.6128,-9114.24,1.2493728
3,29,13,4477.9344,-9628.608,-5.1506736
3,29,14,11074.4784,-10648.32,0.4261584
3,29,15,4737.3744,-12119.232,-7.3818576
3,29,16,1582.8096,-13905.984,-12.3231744
3,29,17,0,-15683.712,-15.683712
3,29,18,0,-17046.336,-17.046336
3,29,19,0,-18282.624,-18.282624
3,29,20,0,-18833.088,-18.833088
3,29,21,0,-19212.096,-19.212096
3,29,22,0,-19410.624,-19.410624
3,29,23,0,-19672.32,-19.67232
3,30,0,0,-19915.968,-19.915968
3,30,1,0,-20258.88,-20.25888
3,30,2,0,-20755.2,-20.7552
3,30,3,0,-21377.856,-21.377856
3,30,4,0,-21874.176,-21.874176
3,30,5,2474.832,-22108.8,-19.633968
3,30,6,8234.4,-21486.144,-13.251744
3,30,7,14131.1328,-20313.024,-6.1818912
3,30,8,18845.496,-19166.976,-0.32148
3,30,9,21022.0848,-18192.384,2.8297008
3,30,10,12406.4208,-17353.152,-4.9467312
3,30,11,15157.1616,-17082.432,-1.9252704
3,30,12,15468.0384,-16667.328,-1.1992896
3,30,13,2328.192,-16450.752,-14.12256
3,30,14,5601.1968,-16261.248,-10.6600512
3,30,15,4962.072,-16333.44,-11.371368
3,30,16,1816.9824,-16775.616,-14.9586336
3,30,17,0,-18363.84,-18.36384
3,30,18,0,-19176,-19.176
3,30,19,0,-19861.824,-19.861824
3,30,20,0,-20294.976,-20.294976
3,30,21,0,-20953.728,-20.953728
3,30,22,0,-21702.72,-21.70272
3,30,23,0,-22126.848,-22.126848
3,31,0,0,-22541.952,-22.541952
3,31,1,0,-22505.856,-22.505856
3,31,2,0,-22460.736,-22.460736
3,31,3,0,-22514.88,-22.51488
3,31,4,0,-22740.48,-22.74048
3,31,5,2366.9952,-22749.504,-20.3825088
3,31,6,1094.3856,-20637.888,-19.5435024
3,31,7,7253.2656,-19536.96,-12.2836944
3,31,8,7949.2416,-18156.288,-10.2070464
3,31,9,13701.5904,-17199.744,-3.4981536
3,31,10,15231.6096,-17064.384,-1.8327744
3,31,11,9489.864,-16071.744,-6.58188
3,31,12,4555.7664,-15810.048,-11.2542816
3,31,13,7377.7968,-15638.592,-8.2607952
3,31,14,2149.0656,-15539.328,-13.3902624
3,31,15,4342.3488,-15828.096,-11.4857472
3,31,16,2472.1248,-16477.824,-14.0056992
3,31,17,0,-17578.752,-17.578752
3,31,18,0,-19049.664,-19.049664
3,31,19,0,-19555.008,-19.555008
3,31,20,0,-20475.456,-20.475456
3,31,21,0,-21125.184,-21.125184
3,31,22,0,-21612.48,-21.61248
3,31,23,0,-21964.416,-21.964416
4,1,0,0,-22144.896,-22.144896
4,1,1,0,-22190.016,-22.190016
4,1,2,0,-22235.136,-22.235136
4,1,3,0,-22325.376,-22.325376
4,1,4,0,-22361.472,-22.361472
