m,d,h,Qsolar [W},Qcond [W],Qnet [kW]
6,28,21,0,20123.52,20.12352
6,28,22,0,12092.16,12.09216
6,28,23,0,3699.84,3.69984
6,29,0,0,-360.96,-0.36096
6,29,1,0,-3158.4,-3.1584
6,29,2,0,-4963.2,-4.9632
6,29,3,514.368,-7399.68,-6.885312
6,29,4,1646.88,-2165.76,-0.51888
6,29,5,12448.608,11640.96,24.089568
6,29,6,34264.128,21657.6,55.921728
6,29,7,64751.712,25086.72,89.838432
6,29,8,78235.824,28606.08,106.841904
6,29,9,78723.12,31313.28,110.0364
6,29,10,94296.288,36186.24,130.482528
6,29,11,59989.296,38803.2,98.792496
6,29,12,71100.096,40608,111.708096
6,29,13,31868.256,39705.6,71.573856
6,29,14,15257.328,39886.08,55.143408
6,29,15,5671.584,27793.92,33.465504
6,29,16,3189.984,19040.64,22.230624
6,29,17,1953.696,4963.2,6.916896
6,29,18,1439.328,-2075.52,-0.636192
6,29,19,0,-25086.72,-25.08672
6,29,20,0,-28606.08,-28.60608
6,29,21,0,-31403.52,-31.40352
6,29,22,0,-34832.64,-34.83264
6,29,23,0,-38352,-38.352
6,30,0,0,-42412.8,-42.4128
6,30,1,0,-45661.44,-45.66144
6,30,2,0,-48729.6,-48.7296
6,30,3,514.368,-50714.88,-50.200512
6,30,4,6377.712,-46293.12,-39.915408
6,30,5,16768.848,-35103.36,-18.334512
6,30,6,32328.48,-21206.4,11.12208
6,30,7,66044.4,-11099.52,54.94488
6,30,8,99351.984,-2075.52,97.276464
6,30,9,121693.152,8933.76,130.626912
6,30,10,72471.744,14889.6,87.361344
6,30,11,133104,20484.48,153.58848
6,30,12,28084.944,22289.28,50.374224
6,30,13,69685.584,23372.16,93.057744
6,30,14,46248,20484.48,66.73248
6,30,15,29467.872,15070.08,44.537952
6,30,16,13578.864,10648.32,24.227184
6,30,17,6583.008,7219.2,13.802208
6,30,18,3189.984,1443.84,4.633824
6,30,19,0,-6948.48,-6.94848
6,30,20,0,-15611.52,-15.61152
6,30,21,0,-22740.48,-22.74048
6,30,22,0,-27613.44,-27.61344
6,30,23,0,-30681.6,-30.6816
7,1,0,0,-32486.4,-32.4864
7,1,1,0,-32847.36,-32.84736
7,1,2,0,-30140.16,-30.14016
7,1,3,514.368,-29237.76,-28.723392
7,1,4,2161.248,-28245.12,-26.083872
7,1,5,12241.056,-19672.32,-7.431264
7,1,6,29853.648,-5143.68,24.709968
7,1,7,65593.2,4151.04,69.74424
7,1,8,97689.312,18679.68,116.368992
7,1,9,121512.672,27613.44,149.126112
7,1,10,132860.352,33479.04,166.339392
7,1,11,133471.728,38893.44,172.365168
7,1,12,120145.536,44759.04,164.904576
7,1,13,96182.304,46473.6,142.655904
7,1,14,63576.336,45480.96,109.057296
7,1,15,26050.032,47015.04,73.065072
7,1,16,14298.528,46473.6,60.772128
7,1,17,6892.08,40878.72,47.7708
7,1,18,3189.984,30862.08,34.052064
7,1,19,0,22018.56,22.01856
7,1,20,0,13626.24,13.62624
7,1,21,0,7128.96,7.12896
7,1,22,0,-1263.36,-1.26336
7,1,23,0,-10106.88,-10.10688
7,2,0,0,-10919.04,-10.91904
7,2,1,0,-7850.88,-7.85088
7,2,2,0,-8572.8,-8.5728
7,2,3,3395.28,-25357.44,-21.96216
7,2,4,7611.744,-18860.16,-11.248416
7,2,5,9154.848,270.72,9.425568
7,2,6,29021.184,18048,47.069184
7,2,7,55574.304,31674.24,87.248544
7,2,8,78053.088,38442.24,116.495328
7,2,9,115994.496,43044.48,159.038976
7,2,10,122642.928,47105.28,169.748208
7,2,11,127114.32,50534.4,177.64872
7,2,12,53216.784,53151.36,106.368144
7,2,13,22278,39254.4,61.5324
7,2,14,17283.216,41690.88,58.974096
7,2,15,25425.12,36998.4,62.42352
7,2,16,10905.504,30771.84,41.677344
7,2,17,6276.192,28335.36,34.611552
7,2,18,2161.248,22379.52,24.540768
7,2,19,0,13265.28,13.26528
7,2,20,0,3880.32,3.88032
7,2,21,0,-3790.08,-3.79008
7,2,22,0,-7850.88,-7.85088
7,2,23,0,-10558.08,-10.55808
7,3,0,0,-15340.8,-15.3408
7,3,1,0,-20213.76,-20.21376
7,3,2,0,-23823.36,-23.82336
7,3,3,3291.504,-23823.36,-20.531856
7,3,4,7201.152,-18408.96,-11.207808
7,3,5,9463.92,-4602.24,4.86168
7,3,6,30029.616,7219.2,37.248816
7,3,7,65175.84,23642.88,88.81872
7,3,8,95534.832,34291.2,129.826032
7,3,9,118622.736,41961.6,160.584336
7,3,10,121151.712,41420.16,162.571872
7,3,11,14986.608,37991.04,52.977648
7,3,12,30920.736,32486.4,63.407136
7,3,13,80652,29959.68,110.61168
7,3,14,54507.216,33118.08,87.625296
7,3,15,24448.272,33479.04,57.927312
7,3,16,11419.872,30230.4,41.650272
7,3,17,9567.696,23642.88,33.210576
7,3,18,3086.208,14167.68,17.253888
7,3,19,0,1173.12,1.17312
7,3,20,0,-6046.08,-6.04608
7,3,21,0,-12272.64,-12.27264
7,3,22,0,-15882.24,-15.88224
7,3,23,0,-22199.04,-22.19904
7,4,0,0,-29147.52,-29.14752
7,4,1,0,-36005.76,-36.00576
7,4,2,0,-41510.4,-41.5104
7,4,3,2468.064,-45210.24,-42.742176
7,4,4,9053.328,-40156.8,-31.103472
7,4,5,11316.096,-25808.64,-14.492544
7,4,6,29289.648,-13084.8,16.204848
7,4,7,65936.112,8031.36,73.967472
7,4,8,77274.768,15611.52,92.886288
7,4,9,100816.128,23191.68,124.007808
7,4,10,123631.056,28606.08,152.237136
7,4,11,129564.336,31584,161.148336
7,4,12,108382.752,33840,142.222752
7,4,13,90361.824,32937.6,123.299424
7,4,14,64616.352,32666.88,97.283232
7,4,15,33260.208,30501.12,63.761328
7,4,16,13064.496,28967.04,42.031536
7,4,17,7201.152,25628.16,32.829312
7,4,18,3086.208,17145.6,20.231808
7,4,19,0,12362.88,12.36288
7,4,20,0,1985.28,1.98528
7,4,21,0,-6497.28,-6.49728
7,4,22,0,-12904.32,-12.90432
7,4,23,0,-16874.88,-16.87488
7,5,0,0,-19401.6,-19.4016
7,5,1,0,-21025.92,-21.02592
7,5,2,0,-20123.52,-20.12352
7,5,3,410.592,-22199.04,-21.788448
7,5,4,9567.696,-20755.2,-11.187504
7,5,5,14607.6,-10919.04,3.68856
7,5,6,31157.616,2075.52,33.233136
7,5,7,65076.576,16423.68,81.500256
7,5,8,97423.104,28606.08,126.029184
7,5,9,121343.472,39886.08,161.229552
7,5,10,110291.328,50805.12,161.096448
7,5,11,85348.992,58836.48,144.185472
7,5,12,117007.44,64792.32,181.79976
7,5,13,95904.816,66958.08,162.862896
7,5,14,62538.576,63348.48,125.887056
7,5,15,31446.384,60731.52,92.177904
7,5,16,16768.848,58836.48,75.605328
7,5,17,8333.664,53061.12,61.394784
7,5,18,1337.808,45390.72,46.728528
7,5,19,0,37720.32,37.72032
7,5,20,0,28245.12,28.24512
7,5,21,0,22920.96,22.92096
7,5,22,0,17687.04,17.68704
7,5,23,0,13175.04,13.17504
7,6,0,0,10919.04,10.91904
7,6,1,0,10738.56,10.73856
7,6,2,0,9565.44,9.56544
7,6,3,410.592,6948.48,7.359072
7,6,4,9567.696,8572.8,18.140496
7,6,5,11726.688,16423.68,28.150368
7,6,6,29249.04,26440.32,55.68936
7,6,7,64356.912,32215.68,96.572592
7,6,8,78531.36,34922.88,113.45424
7,6,9,118726.512,33569.28,152.295792
7,6,10,22278,39886.08,62.16408
7,6,11,31189.2,45300.48,76.48968
7,6,12,22548.72,49992.96,72.54168
7,6,13,27543.504,39073.92,66.617424
7,6,14,15121.968,23101.44,38.223408
7,6,15,5671.584,15792,21.463584
7,6,16,3704.352,10919.04,14.623392
7,6,17,8848.032,5324.16,14.172192
7,6,18,1852.176,-180.48,1.671696
7,6,19,0,-15792,-15.792
7,6,20,0,-22379.52,-22.37952
7,6,21,0,-29418.24,-29.41824
7,6,22,0,-33840,-33.84
7,6,23,0,-37720.32,-37.72032
7,7,0,0,-41149.44,-41.14944
7,7,1,0,-43134.72,-43.13472
7,7,2,0,-45571.2,-45.5712
7,7,3,514.368,-47195.52,-46.681152
7,7,4,5863.344,-46924.8,-41.061456
7,7,5,4938.384,-44037.12,-39.098736
7,7,6,10801.728,-40156.8,-29.355072
7,7,7,34257.36,-39976.32,-5.71896
7,7,8,95212.224,-32125.44,63.086784
7,7,9,75332.352,-26530.56,48.801792
7,7,10,101644.08,-23281.92,78.36216
7,7,11,41986.416,-20484.48,21.501936
7,7,12,107769.12,-15340.8,92.42832
7,7,13,77394.336,-14618.88,62.775456
7,7,14,33192.528,-17055.36,16.137168
7,7,15,35879.424,-17867.52,18.011904
7,7,16,17077.92,-21206.4,-4.12848
7,7,17,9567.696,-25628.16,-16.060464
7,7,18,2982.432,-31313.28,-28.330848
7,7,19,0,-38712.96,-38.71296
7,7,20,0,-45390.72,-45.39072
7,7,21,0,-52970.88,-52.97088
7,7,22,0,-59919.36,-59.91936
7,7,23,0,-70296.96,-70.29696
7,8,0,0,-77606.4,-77.6064
7,8,1,0,-81486.72,-81.48672
7,8,2,0,-82930.56,-82.93056
7,8,3,410.592,-79952.64,-79.542048
7,8,4,1543.104,-67138.56,-65.595456
7,8,5,6068.64,-53873.28,-47.80464
7,8,6,31568.208,-42954.24,-11.386032
7,8,7,41402.112,-30230.4,11.171712
7,8,8,31875.024,-22920.96,8.954064
7,8,9,21468.096,-21477.12,-0.009024
7,8,10,79034.448,-18499.2,60.535248
7,8,11,74105.088,-13716.48,60.388608
7,8,12,57613.728,-11370.24,46.243488
7,8,13,71298.624,-11821.44,59.477184
7,8,14,43987.488,-11731.2,32.256288
7,8,15,12017.712,-13806.72,-1.789008
7,8,16,7819.296,-15882.24,-8.062944
7,8,17,7406.448,-18950.4,-11.543952
7,8,18,2468.064,-25086.72,-22.618656
7,8,19,0,-40427.52,-40.42752
7,8,20,0,-48458.88,-48.45888
7,8,21,0,-56670.72,-56.67072
7,8,22,0,-62716.8,-62.7168
7,8,23,0,-64792.32,-64.79232
7,9,0,0,-69936,-69.936
7,9,1,0,-77967.36,-77.96736
7,9,2,0,-83742.72,-83.74272
7,9,3,410.592,-87984,-87.573408
7,9,4,1646.88,-78508.8,-76.86192
7,9,5,16356,-56760.96,-40.40496
7,9,6,30828.24,-44307.84,-13.4796
7,9,7,58919.952,-32125.44,26.794512
7,9,8,54112.416,-23011.2,31.101216
7,9,9,46155.504,-14528.64,31.626864
7,9,10,50189.232,-10287.36,39.901872
7,9,11,107954.112,-4872.96,103.081152
7,9,12,107581.872,-541.44,107.040432
7,9,13,57994.992,4151.04,62.146032
7,9,14,50207.28,5865.6,56.07288
7,9,15,34419.792,7219.2,41.638992
7,9,16,12962.976,6136.32,19.099296
7,9,17,2880.912,-1534.08,1.346832
7,9,18,1852.176,-15521.28,-13.669104
7,9,19,0,-28335.36,-28.33536
7,9,20,0,-31584,-31.584
7,9,21,0,-30501.12,-30.50112
7,9,22,0,-32215.68,-32.21568
7,9,23,0,-31403.52,-31.40352
7,10,0,0,-31674.24,-31.67424
7,10,1,0,-32215.68,-32.21568
7,10,2,0,-31674.24,-31.67424
7,10,3,2262.768,-27703.68,-25.440912
7,10,4,1439.328,-22740.48,-21.301152
7,10,5,10391.136,-14077.44,-3.686304
7,10,6,35737.296,-2165.76,33.571536
7,10,7,16337.952,17596.8,33.934752
7,10,8,59249.328,33840,93.089328
7,10,9,71794.944,47376,119.170944
7,10,10,97010.256,58475.52,155.485776
7,10,11,125079.408,65694.72,190.774128
7,10,12,98627.808,70838.4,169.466208
7,10,13,73534.32,73996.8,147.53112
7,10,14,54705.744,77155.2,131.860944
7,10,15,35597.424,76794.24,112.391664
7,10,16,12241.056,72101.76,84.342816
7,10,17,6892.08,63077.76,69.96984
7,10,18,1953.696,52609.92,54.563616
7,10,19,0,43405.44,43.40544
7,10,20,0,19852.8,19.8528
7,10,21,0,6046.08,6.04608
7,10,22,0,4782.72,4.78272
7,10,23,0,2436.48,2.43648
7,11,0,0,-1082.88,-1.08288
7,11,1,0,-7760.64,-7.76064
7,11,2,0,-20845.44,-20.84544
7,11,3,309.072,-33208.32,-32.899248
7,11,4,1439.328,-41690.88,-40.251552
7,11,5,2880.912,-47105.28,-44.224368
7,11,6,8640.48,-47466.24,-38.82576
7,11,7,29118.192,-47556.48,-18.438288
7,11,8,27004.32,-43766.4,-16.76208
7,11,9,27275.04,-36366.72,-9.09168
7,11,10,19038.384,-36547.2,-17.508816
7,11,11,11476.272,-38171.52,-26.695248
7,11,12,16067.232,-38081.28,-22.014048
7,11,13,10127.184,-41329.92,-31.202736
7,11,14,16473.312,-42864,-26.390688
7,11,15,16877.136,-46834.56,-29.957424
7,11,16,2880.912,-48278.4,-45.397488
7,11,17,3395.28,-50173.44,-46.77816
7,11,18,1852.176,-52700.16,-50.847984
7,11,19,0,-55046.4,-55.0464
7,11,20,0,-56490.24,-56.49024
7,11,21,0,-58656,-58.656
7,11,22,0,-61724.16,-61.72416
7,11,23,0,-63980.16,-63.98016
7,12,0,0,-68131.2,-68.1312
7,12,1,0,-70206.72,-70.20672
7,12,2,0,-72192,-72.192
7,12,3,719.664,-73726.08,-73.006416
7,12,4,7715.52,-70748.16,-63.03264
7,12,5,15020.448,-60912,-45.891552
7,12,6,33754.272,-48458.88,-14.704608
7,12,7,68419.968,-39434.88,28.985088
7,12,8,99286.56,-28606.08,70.68048
7,12,9,80861.808,-23462.4,57.399408
7,12,10,69353.952,-18769.92,50.584032
7,12,11,101269.584,-14257.92,87.011664
7,12,12,67152.096,-12001.92,55.150176
7,12,13,30379.296,-10467.84,19.911456
7,12,14,50349.408,-8572.8,41.776608
7,12,15,37034.496,-11821.44,25.213056
7,12,16,15534.816,-15070.08,0.464736
7,12,17,7715.52,-20664.96,-12.94944
7,12,18,2675.616,-28606.08,-25.930464
7,12,19,0,-36456.96,-36.45696
7,12,20,0,-46744.32,-46.74432
7,12,21,0,-55317.12,-55.31712
7,12,22,0,-63348.48,-63.34848
7,12,23,0,-69665.28,-69.66528
7,13,0,0,-70748.16,-70.74816
7,13,1,0,-70477.44,-70.47744
7,13,2,0,-72823.68,-72.82368
7,13,3,309.072,-77064.96,-76.755888
7,13,4,1439.328,-72733.44,-71.294112
7,13,5,7715.52,-61272.96,-53.55744
7,13,6,36028.32,-50895.36,-14.86704
7,13,7,58938,-43495.68,15.44232
7,13,8,84577.44,-36276.48,48.30096
7,13,9,22009.536,-31493.76,-9.484224
7,13,10,30379.296,-23191.68,7.187616
7,13,11,23493.984,-16694.4,6.799584
7,13,12,21603.456,-14348.16,7.255296
7,13,13,51790.992,-9655.68,42.135312
7,13,14,49902.72,-8392.32,41.5104
7,13,15,36479.52,-10738.56,25.74096
7,13,16,16768.848,-16062.72,0.706128
7,13,17,9258.624,-19672.32,-10.413696
7,13,18,2468.064,-24184.32,-21.716256
7,13,19,0,-34742.4,-34.7424
7,13,20,0,-40968.96,-40.96896
7,13,21,0,-48007.68,-48.00768
7,13,22,0,-57212.16,-57.21216
7,13,23,0,-65514.24,-65.51424
7,14,0,0,-72282.24,-72.28224
7,14,1,0,-76162.56,-76.16256
7,14,2,0,-80584.32,-80.58432
7,14,3,309.072,-83562.24,-83.253168
7,14,4,7611.744,-70206.72,-62.594976
7,14,5,9669.216,-50353.92,-40.684704
7,14,6,34131.024,-31493.76,2.637264
7,14,7,63907.968,-21747.84,42.160128
7,14,8,99338.448,-9114.24,90.224208
7,14,9,114566.448,-2075.52,112.490928
7,14,10,115412.448,2165.76,117.578208
7,14,11,134976.48,5324.16,140.30064
7,14,12,102298.32,10197.12,112.49544
7,14,13,86379.984,12092.16,98.472144
7,14,14,26577.936,15611.52,42.189456
7,14,15,12421.536,15340.8,27.762336
7,14,16,16150.704,12272.64,28.423344
7,14,17,5967.12,8302.08,14.2692
7,14,18,1748.4,-4512,-2.7636
7,14,19,0,-11460.48,-11.46048
7,14,20,0,-30591.36,-30.59136
7,14,21,0,-43405.44,-43.40544
7,14,22,0,-46924.8,-46.9248
7,14,23,0,-53331.84,-53.33184
7,15,0,0,-59287.68,-59.28768
7,15,1,0,-63528.96,-63.52896
7,15,2,0,-68582.4,-68.5824
7,15,3,618.144,-68853.12,-68.234976
7,15,4,8744.256,-63168,-54.423744
7,15,5,12035.76,-35825.28,-23.78952
7,15,6,32075.808,-15160.32,16.915488
7,15,7,67885.296,-3068.16,64.817136
7,15,8,100858.992,9475.2,110.334192
7,15,9,85637.76,20935.68,106.57344
7,15,10,67328.064,26620.8,93.948864
7,15,11,68059.008,29328,97.387008
7,15,12,112493.184,32847.36,145.340544
7,15,13,73662.912,32847.36,106.510272
7,15,14,57462.576,31674.24,89.136816
7,15,15,32019.408,32125.44,64.144848
7,15,16,10287.36,31493.76,41.78112
7,15,17,7406.448,24725.76,32.132208
7,15,18,2468.064,14528.64,16.996704
7,15,19,0,2256,2.256
7,15,20,0,-9655.68,-9.65568
7,15,21,0,-18860.16,-18.86016
7,15,22,0,-22108.8,-22.1088
7,15,23,0,-27252.48,-27.25248
7,16,0,0,-33840,-33.84
7,16,1,0,-40608,-40.608
7,16,2,0,-44849.28,-44.84928
7,16,3,309.072,-49000.32,-48.691248
7,16,4,1337.808,-43405.44,-42.067632
7,16,5,11212.32,-26801.28,-15.58896
7,16,6,34789.776,-17867.52,16.922256
7,16,7,66766.32,-9565.44,57.20088
7,16,8,75521.856,-1082.88,74.438976
7,16,9,26329.776,1263.36,27.593136
7,16,10,16473.312,-4241.28,12.232032
7,16,11,32944.368,-1263.36,31.681008
7,16,12,60442.752,2977.92,63.420672
7,16,13,69340.416,-2526.72,66.813696
7,16,14,27525.456,-12182.4,15.343056
7,16,15,11072.448,-16694.4,-5.621952
7,16,16,12035.76,-18408.96,-6.3732
7,16,17,2777.136,-20123.52,-17.346384
7,16,18,309.072,-26350.08,-26.041008
7,16,19,0,-35825.28,-35.82528
7,16,20,0,-40517.76,-40.51776
7,16,21,0,-44307.84,-44.30784
7,16,22,0,-48910.08,-48.91008
7,16,23,0,-50534.4,-50.5344
7,17,0,0,-51888,-51.888
7,17,1,0,-53783.04,-53.78304
7,17,2,0,-57753.6,-57.7536
7,17,3,309.072,-58204.8,-57.895728
7,17,4,1337.808,-54144,-52.806192
7,17,5,4218.72,-45932.16,-41.71344
7,17,6,18767.664,-37088.64,-18.320976
7,17,7,21197.376,-27432.96,-6.235584
7,17,8,30243.936,-18860.16,11.383776
7,17,9,41851.056,-10558.08,31.292976
7,17,10,62759.664,-2887.68,59.871984
7,17,11,76936.368,4963.2,81.899568
7,17,12,123240.768,11009.28,134.250048
7,17,13,100258.896,11370.24,111.629136
7,17,14,68462.832,15340.8,83.803632
7,17,15,36168.192,11460.48,47.628672
7,17,16,10697.952,10197.12,20.895072
7,17,17,7510.224,8031.36,15.541584
7,17,18,2161.248,2887.68,5.048928
7,17,19,0,-12272.64,-12.27264
7,17,20,0,-23462.4,-23.4624
7,17,21,0,-33118.08,-33.11808
7,17,22,0,-38532.48,-38.53248
7,17,23,0,-42412.8,-42.4128
7,18,0,0,-44488.32,-44.48832
7,18,1,0,-46924.8,-46.9248
7,18,2,0,-48639.36,-48.63936
7,18,3,205.296,-51617.28,-51.411984
7,18,4,8333.664,-45210.24,-36.876576
7,18,5,11726.688,-20394.24,-8.667552
7,18,6,31807.344,-812.16,30.995184
7,18,7,67885.296,12001.92,79.887216
7,18,8,100105.488,24996.48,125.101968
7,18,9,124752.288,36456.96,161.209248
7,18,10,130732.944,44127.36,174.860304
7,18,11,124596.624,47827.2,172.423824
7,18,12,96965.136,50353.92,147.319056
7,18,13,97576.512,49632,147.208512
7,18,14,65579.664,50624.64,116.204304
7,18,15,35051.472,46383.36,81.434832
7,18,16,8744.256,42412.8,51.157056
7,18,17,7819.296,35735.04,43.554336
7,18,18,1953.696,24455.04,26.408736
7,18,19,0,15611.52,15.61152
7,18,20,0,6948.48,6.94848
7,18,21,0,-1082.88,-1.08288
7,18,22,0,-6948.48,-6.94848
7,18,23,0,-14438.4,-14.4384
7,19,0,0,-20845.44,-20.84544
7,19,1,0,-25989.12,-25.98912
7,19,2,0,-30410.88,-30.41088
7,19,3,205.296,-33569.28,-33.363984
7,19,4,7715.52,-27252.48,-19.53696
7,19,5,11625.168,-11550.72,0.074448
7,19,6,32836.08,5233.92,38.07
7,19,7,68268.816,26530.56,94.799376
7,19,8,99970.128,39705.6,139.675728
7,19,9,125350.128,46563.84,171.913968
7,19,10,107466.816,48549.12,156.015936
7,19,11,135554.016,52700.16,188.254176
7,19,12,78258.384,54595.2,132.853584
7,19,13,77701.152,57392.64,135.093792
7,19,14,69514.128,57843.84,127.357968
7,19,15,36195.264,57302.4,93.497664
7,19,16,8640.48,52880.64,61.52112
7,19,17,6377.712,43405.44,49.783152
7,19,18,2057.472,30862.08,32.919552
7,19,19,0,16965.12,16.96512
7,19,20,0,6768,6.768
7,19,21,0,-2616.96,-2.61696
7,19,22,0,-11640.96,-11.64096
7,19,23,0,-22018.56,-22.01856
7,20,0,0,-31493.76,-31.49376
7,20,1,0,-35825.28,-35.82528
7,20,2,0,-36817.92,-36.81792
7,20,3,205.296,-40337.28,-40.131984
7,20,4,3395.28,-37269.12,-33.87384
7,20,5,15636.336,-15250.56,0.385776
7,20,6,34532.592,4782.72,39.315312
7,20,7,50523.12,25628.16,76.15128
7,20,8,98889.504,40337.28,139.226784
7,20,9,124025.856,50985.6,175.011456
7,20,10,138811.68,57212.16,196.02384
7,20,11,122290.992,61543.68,183.834672
7,20,12,126992.496,63980.16,190.972656
7,20,13,102226.128,64792.32,167.018448
7,20,14,69604.368,61543.68,131.148048
7,20,15,35085.312,38622.72,73.708032
7,20,16,3086.208,31042.56,34.128768
7,20,17,2777.136,30501.12,33.278256
7,20,18,410.592,23101.44,23.512032
7,20,19,0,9475.2,9.4752
7,20,20,0,812.16,0.81216
7,20,21,0,-5775.36,-5.77536
7,20,22,0,-9294.72,-9.29472
7,20,23,0,-13716.48,-13.71648
7,21,0,0,-19040.64,-19.04064
7,21,1,0,-18318.72,-18.31872
7,21,2,0,-21386.88,-21.38688
7,21,3,205.296,-25898.88,-25.693584
7,21,4,1337.808,-29508.48,-28.170672
7,21,5,15020.448,-29688.96,-14.668512
7,21,6,12556.896,-26801.28,-14.244384
7,21,7,41246.448,-22289.28,18.957168
7,21,8,98429.28,-15792,82.63728
7,21,9,79772.16,-7850.88,71.92128
7,21,10,129185.328,270.72,129.456048
7,21,11,111739.68,4512,116.25168
7,21,12,82671.12,6497.28,89.1684
7,21,13,77832,8031.36,85.86336
7,21,14,68753.856,6948.48,75.702336
7,21,15,35811.744,5955.84,41.767584
7,21,16,15534.816,3609.6,19.144416
7,21,17,7097.376,-721.92,6.375456
7,21,18,1852.176,-9204.48,-7.352304
7,21,19,0,-17326.08,-17.32608
7,21,20,0,-27613.44,-27.61344
7,21,21,0,-34922.88,-34.92288
7,21,22,0,-39795.84,-39.79584
7,21,23,0,-46383.36,-46.38336
7,22,0,0,-52339.2,-52.3392
7,22,1,0,-58746.24,-58.74624
7,22,2,0,-63889.92,-63.88992
7,22,3,514.368,-68762.88,-68.248512
7,22,4,7611.744,-65604.48,-57.992736
7,22,5,9463.92,-45571.2,-36.10728
7,22,6,32921.808,-30230.4,2.691408
7,22,7,71199.36,-18408.96,52.7904
7,22,8,103945.2,-12543.36,91.40184
7,22,9,100157.376,-10738.56,89.418816
7,22,10,131267.616,-5865.6,125.402016
7,22,11,128991.312,-1263.36,127.727952
7,22,12,116653.248,1714.56,118.367808
7,22,13,101145.504,1714.56,102.860064
7,22,14,42554.928,5053.44,47.608368
7,22,15,37927.872,2977.92,40.905792
7,22,16,11212.32,-992.64,10.21968
7,22,17,6995.856,-7850.88,-0.855024
7,22,18,1748.4,-14799.36,-13.05096
7,22,19,0,-25357.44,-25.35744
7,22,20,0,-36817.92,-36.81792
7,22,21,0,-47105.28,-47.10528
7,22,22,0,-57031.68,-57.03168
7,22,23,0,-64972.8,-64.9728
7,23,0,0,-71470.08,-71.47008
7,23,1,0,-75169.92,-75.16992
7,23,2,0,-77877.12,-77.87712
7,23,3,205.296,-77425.92,-77.220624
7,23,4,2057.472,-72733.44,-70.675968
7,23,5,6172.416,-53692.8,-47.520384
7,23,6,17687.04,-40247.04,-22.56
7,23,7,30880.128,-36456.96,-5.576832
7,23,8,51048.768,-24274.56,26.774208
7,23,9,57065.52,-18228.48,38.83704
7,23,10,56517.312,-10377.6,46.139712
7,23,11,89540.64,-6226.56,83.31408
7,23,12,57940.848,-1534.08,56.406768
7,23,13,24574.608,-1534.08,23.040528
7,23,14,20387.472,-270.72,20.116752
7,23,15,20177.664,-3429.12,16.748544
7,23,16,10082.064,-6407.04,3.675024
7,23,17,5967.12,-10467.84,-4.50072
7,23,18,924.96,-17416.32,-16.49136
7,23,19,0,-28786.56,-28.78656
7,23,20,0,-37269.12,-37.26912
7,23,21,0,-45120,-45.12
7,23,22,0,-50444.16,-50.44416
7,23,23,0,-55948.8,-55.9488
7,24,0,0,-63077.76,-63.07776
7,24,1,0,-65784.96,-65.78496
7,24,2,0,-70296.96,-70.29696
7,24,3,103.776,-77425.92,-77.322144
7,24,4,7406.448,-71289.6,-63.883152
7,24,5,9978.288,-46924.8,-36.946512
7,24,6,33808.416,-25537.92,8.270496
7,24,7,69701.376,-11640.96,58.060416
7,24,8,94826.448,-270.72,94.555728
7,24,9,125553.168,8572.8,134.125968
7,24,10,138110.064,17326.08,155.436144
7,24,11,140390.88,23372.16,163.76304
7,24,12,127987.392,26350.08,154.337472
7,24,13,105325.872,28696.32,134.022192
7,24,14,72670.272,28606.08,101.276352
7,24,15,34839.408,30681.6,65.521008
7,24,16,11726.688,27884.16,39.610848
7,24,17,7201.152,20484.48,27.685632
7,24,18,1337.808,10287.36,11.625168
7,24,19,0,1804.8,1.8048
7,24,20,0,-7399.68,-7.39968
7,24,21,0,-13716.48,-13.71648
7,24,22,0,-17777.28,-17.77728
7,24,23,0,-20664.96,-20.66496
7,25,0,0,-26891.52,-26.89152
7,25,1,0,-32125.44,-32.12544
7,25,2,0,-36637.44,-36.63744
7,25,3,103.776,-40968.96,-40.865184
7,25,4,7611.744,-38081.28,-30.469536
7,25,5,11007.024,-23191.68,-12.184656
7,25,6,36452.448,-6768,29.684448
7,25,7,71675.376,6226.56,77.901936
7,25,8,106553.136,18499.2,125.052336
7,25,9,131222.496,26530.56,157.753056
7,25,10,144086.208,33930.24,178.016448
7,25,11,146725.728,38712.96,185.438688
7,25,12,132393.36,42412.8,174.80616
7,25,13,107432.976,44037.12,151.470096
7,25,14,73428.288,44849.28,118.277568
7,25,15,35419.2,42503.04,77.92224
7,25,16,10697.952,37720.32,48.418272
7,25,17,6686.784,29147.52,35.834304
7,25,18,1337.808,15431.04,16.768848
7,25,19,0,4060.8,4.0608
7,25,20,0,-8121.6,-8.1216
7,25,21,0,-20304,-20.304
7,25,22,0,-30501.12,-30.50112
7,25,23,0,-38622.72,-38.62272
7,26,0,0,-45571.2,-45.5712
7,26,1,0,-51617.28,-51.61728
7,26,2,0,-56941.44,-56.94144
7,26,3,0,-60370.56,-60.37056
7,26,4,7304.928,-56490.24,-49.185312
7,26,5,10391.136,-27342.72,-16.951584
7,26,6,34304.736,-4512,29.792736
7,26,7,71133.936,19672.32,90.806256
7,26,8,105380.016,34291.2,139.671216
7,26,9,129313.92,43224.96,172.53888
7,26,10,141823.44,51166.08,192.98952
7,26,11,145566.144,57753.6,203.319744
7,26,12,130999.152,62626.56,193.625712
7,26,13,105826.704,65875.2,171.701904
7,26,14,73191.408,67860.48,141.051888
7,26,15,36008.016,67319.04,103.327056
7,26,16,11212.32,63438.72,74.65104
7,26,17,6686.784,52880.64,59.567424
